,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score,make,model
7,0.001397418975830078,0.0004882867773681952,0.000599527359008789,0.000489527993790827,8,{'alpha': 8},-0.032784565329757404,-0.05316533107422634,-0.10385424572537293,-0.07707077949153107,-0.05282816769200114,-0.06394061786257778,0.024395867671246158,8,-0.05410860413912823,-0.050619002294193596,-0.037907717980230245,-0.04964330347744565,-0.05369398962915491,-0.04919452350403052,0.005899422109319447,Ford,Transit
8,0.0013959884643554687,0.00048692453294027537,0.0005980968475341797,0.0004883442405959042,9,{'alpha': 9},-0.03315612144440954,-0.05338012864621957,-0.10375635897298356,-0.07904233052485854,-0.0551239089002246,-0.06489176969773916,0.024272515426190026,9,-0.055207523513869386,-0.051545028972196434,-0.03876224966115127,-0.050564694389588154,-0.05482762371411745,-0.05018142405018454,0.0059875321360229605,Ford,Transit
0,0.001595783233642578,0.0004886555075578522,0.0009971141815185546,6.289914111267529e-07,1,{'alpha': 1},-0.009936533185691904,-0.009249294234017448,-0.00818029878809155,-0.009423797542247316,-0.007450526173334023,-0.00884808998467645,0.0009029111066301618,1,-0.0062405231529177535,-0.006548105935059607,-0.006801441299438033,-0.006521678852724302,-0.006696980819939779,-0.0065617460120158955,0.0001901146171375819,Peugeot,208
1,0.0011966705322265625,0.00039896966451610907,0.000997304916381836,1.5078914929239175e-07,2,{'alpha': 2},-0.01051131747245702,-0.009569275913147234,-0.008071977436618255,-0.010568462414072914,-0.00632953123165659,-0.009010112893590402,0.0016161898329071537,2,-0.006570289422324221,-0.006915959944593731,-0.007125595327960992,-0.0069052029069114,-0.007137172980681157,-0.0069308441164943006,0.0002056104726197096,Peugeot,208
2,0.0011967182159423827,0.00039894581909694896,0.000997304916381836,0.0006307510114900747,3,{'alpha': 3},-0.011078910717996356,-0.010207590849057603,-0.007955481812495401,-0.011720390392188472,-0.0057336586827270155,-0.00933920649089297,0.002207503927320268,3,-0.006950683959765407,-0.007366465072350093,-0.007503531912357279,-0.007286478599125912,-0.007636735882541464,-0.007348779085228031,0.00023218157904952272,Peugeot,208
3,0.0009974956512451172,2.78041453115716e-07,0.0009972095489501954,1.1680077279964343e-07,4,{'alpha': 4},-0.011639371507273788,-0.01101791087905425,-0.00783072105184293,-0.012812326503793572,-0.0054280673674560395,-0.009745679461884118,0.002717270922502868,4,-0.0073665680327715324,-0.007857688787618578,-0.007919398169178684,-0.007677549463227961,-0.008164501983201004,-0.007797141287199552,0.00026580525117254964,Peugeot,208
4,0.0013962745666503905,0.0004886360620900065,0.0009974956512451172,1.784161275279017e-07,5,{'alpha': 5},-0.012193730831860813,-0.011926886247339789,-0.007705605471456887,-0.01383977452648595,-0.005306206000821497,-0.010194440615592987,0.0031741495422070508,5,-0.007807429836771402,-0.008370574726328992,-0.00836478277388173,-0.008079197871391226,-0.008708096503746935,-0.008266016342424057,0.0003037514961111186,Peugeot,208
5,0.0011967658996582032,0.00039880276795332124,0.0009973526000976562,1.784161275279017e-07,6,{'alpha': 6},-0.012743321181028758,-0.012895573254706676,-0.007589189680795973,-0.014808795271466228,-0.005312256560355648,-0.010669827189670657,0.00359383556022054,6,-0.008267136033689296,-0.008896340701903325,-0.008835329448355444,-0.008491144756631014,-0.009262486181626175,-0.00875048742444105,0.00034394803712653216,Peugeot,208
6,0.0011968612670898438,0.00039899350281149214,0.0009972572326660157,9.536743164062499e-08,7,{'alpha': 7},-0.013289446822701067,-0.013902165433147401,-0.007489281418995854,-0.015727111427469496,-0.005414040445616029,-0.011164409109585969,0.00398503828650846,7,-0.008742140010555784,-0.009430977649881808,-0.009328550358014248,-0.00891328156508751,-0.009825661339946714,-0.009248122184697213,0.00038512140661012186,Peugeot,208
7,0.0011970043182373048,0.00039892199505124864,0.0007977962493896484,0.0003988981353824061,8,{'alpha': 8},-0.013833244330460664,-0.014933885404054504,-0.007411931125423961,-0.016601979837951083,-0.0055915370482771285,-0.011674515549233466,0.004352832630166306,8,-0.009230336987387634,-0.009972731016958109,-0.009842797429173824,-0.009345665498993003,-0.010396872575890457,-0.009757680701680604,0.0004265924677501993,Peugeot,208
8,0.00139617919921875,0.0004885192380524391,0.00079803466796875,0.00039901736247607795,9,{'alpha': 9},-0.014375643682564223,-0.015982935749552438,-0.007361538711988396,-0.017439693617841753,-0.005831451125337213,-0.012198252577456806,0.004700372850417356,9,-0.009730417751614746,-0.010520902433000362,-0.010376792896823814,-0.00978840140496273,-0.010975872654333101,-0.010278477428146951,0.000468046970593167,Peugeot,208
0,0.0011967182159423827,0.00039894581909694896,0.0009973526000976562,1.784161275279017e-07,1,{'alpha': 1},-0.025432823988086967,-0.013718587971968581,-0.014797696768322897,-0.022212046590984146,-0.015061212099948025,-0.01824447348386212,0.00468851963339853,3,-0.013609397047131095,-0.016124631046641576,-0.01586457462347331,-0.014393664028432718,-0.015727440878777556,-0.015143941524891253,0.0009735788178411517,Peugeot,3008
1,0.00139617919921875,0.000488616573967537,0.0009974002838134765,1.1680077279964343e-07,2,{'alpha': 2},-0.024399258995805584,-0.013421987472273184,-0.015051208980106383,-0.023113732091120023,-0.014615189733922396,-0.018120275454645514,0.004650568747810783,1,-0.013862113861158551,-0.016320946106261145,-0.0160453019316095,-0.014584309265653728,-0.01599727392186057,-0.015361989017308697,0.000963795977105575,Peugeot,3008
2,0.000997447967529297,4.422005889652111e-07,0.0011967182159423827,0.00039823059192683086,3,{'alpha': 3},-0.023795370720386934,-0.013180814600235022,-0.0153245334996491,-0.02403970774815198,-0.014454443278779563,-0.01815897396944052,0.0047516664283218804,2,-0.014169782544398721,-0.016570511516933076,-0.01627749945329572,-0.014805982628355082,-0.016281298895957728,-0.015621015007788064,0.0009527689859948001,Peugeot,3008
3,0.001196908950805664,0.00039896966451610907,0.0007979869842529297,0.00039899350281149214,4,{'alpha': 4},-0.023439078410793256,-0.012995186587585894,-0.015621952351457042,-0.024951267804715228,-0.014412618909530652,-0.018284020812816413,0.004920831839052034,4,-0.014508277971315998,-0.016853406599860832,-0.016543245145676573,-0.015046441147911125,-0.01657839267440345,-0.015905952707833595,0.0009432116229383272,Peugeot,3008
4,0.0011966228485107422,0.0003989936737718901,0.0007979393005371094,0.00039896977849652576,5,{'alpha': 5},-0.023248892796118154,-0.012854434185518524,-0.015940816443614465,-0.02583885621841293,-0.014433987413834344,-0.01846339741149968,0.0051255904406792,5,-0.014864443403698805,-0.017157308591087946,-0.016831311987411418,-0.015299349582977467,-0.01688527831469124,-0.016207538375973374,0.0009358631729746739,Peugeot,3008
5,0.0011966705322265625,0.0003990892120795958,0.0011968135833740235,0.00039901736247607795,6,{'alpha': 6},-0.02317828728402066,-0.01274844699453709,-0.016277195279767353,-0.026700467943985944,-0.01449306338847157,-0.018679492178156523,0.0053488264696065525,6,-0.015230431022722056,-0.0174743666453675,-0.017134204240746184,-0.015560625075592098,-0.017198921459982083,-0.016519709688881983,0.000930847448651221,Peugeot,3008
6,0.0011968135833740235,0.0003988981353824061,0.0007979393005371094,0.00039896966451610907,7,{'alpha': 7},-0.0231975092146152,-0.012669217870675974,-0.016627449468168975,-0.027536592843987514,-0.014576187338936461,-0.018921391347276825,0.005581030751476464,7,-0.01560137609270056,-0.017799479589522327,-0.017446831047279194,-0.015827504474870392,-0.017516949918478884,-0.016838428224570268,0.0009280549783856201,Peugeot,3008
7,0.0011967658996582032,0.00039892196655273433,0.0009974002838134765,1.1680077279964343e-07,8,{'alpha': 8},-0.023286273872343034,-0.012610678457209623,-0.016988588139544705,-0.028348630799616956,-0.014675318808128843,-0.019181898015368633,0.0058167977781107645,8,-0.01597421888577827,-0.018129295096368146,-0.017765712357591695,-0.01609810197438024,-0.01783761915919418,-0.017160989494662507,0.0009272850199427674,Peugeot,3008
8,0.0011968135833740235,0.00039901736247607795,0.0009973526000976562,9.536743164062499e-08,9,{'alpha': 9},-0.023430161630952535,-0.01256827814622483,-0.017358262838629963,-0.02913829207301669,-0.014785431652485189,-0.01945608526826184,0.006053034984894038,9,-0.01634703749634404,-0.018461601075638993,-0.018088464545316332,-0.0163711339156547,-0.018159687702099813,-0.017485584947010777,0.0009283078386531542,Peugeot,3008
0,0.0011970043182373048,0.0009773500999239924,0.0011962890625,0.0009767661892725204,1,{'alpha': 1},-0.0072767778226727284,-0.01081857505771396,-0.01244482405586536,-0.004506317086231943,-0.01126091631963353,-0.009261482068423504,0.00293620799883733,1,-0.006805420934981253,-0.006273652755871805,-0.006408570423365201,-0.007590483149610646,-0.006040830544637367,-0.006623791561693254,0.0005433677805176469,Peugeot,2008
1,0.0015960693359375,0.0007980348246731066,0.0011967658996582032,0.0009771552652418167,2,{'alpha': 2},-0.006128925173260312,-0.01101488370735619,-0.014006767888359691,-0.0049805292341717315,-0.010686583156560635,-0.009363537831941712,0.0033379772589966893,2,-0.00726054295622134,-0.006603105190424033,-0.006668190614929176,-0.00789613747867456,-0.006340098624642921,-0.006953614972978406,0.0005591564972617893,Peugeot,2008
2,0.0011970043182373048,0.0009773499836024772,0.0007977962493896484,0.0009770968677642084,3,{'alpha': 3},-0.005597620225168908,-0.011381947731596453,-0.015588148076777792,-0.005591924120977111,-0.010254011826051113,-0.009682730396114276,0.0037818112353196582,3,-0.007733140198611372,-0.006991848333991474,-0.007012334330551205,-0.008295380319455042,-0.006729028996497922,-0.007352346435821404,0.0005776518915019533,Peugeot,2008
3,0.0011972427368164063,0.0009775447911051249,0.0007977485656738281,0.0009770384644690172,4,{'alpha': 4},-0.005313943691566159,-0.0118349235838245,-0.017195418488622615,-0.006316541510472915,-0.009935111948706884,-0.010119187844638614,0.0042567866684254186,4,-0.008233258905448916,-0.0074321165798787395,-0.007421417231448802,-0.008765079066958477,-0.007184073121165467,-0.00780718898098008,0.0005961311132476534,Peugeot,2008
4,0.0011967658996582032,0.000977155265241817,0.0011968135833740235,0.0009771942027107525,5,{'alpha': 5},-0.005157253277121904,-0.012341868620591508,-0.018822635970613514,-0.007129732037165493,-0.009704858953277305,-0.010631269771753942,0.0047562272595052585,5,-0.008761577585313596,-0.007915133698360648,-0.007880274789122444,-0.009287332085872589,-0.007689854176154195,-0.008306834466964693,0.0006138752665654852,Peugeot,2008
5,0.0011968135833740235,0.0009771942027107523,0.0007977962493896484,0.0009770968677642084,6,{'alpha': 6},-0.005077644196075296,-0.012887141300329192,-0.02046299122785509,-0.00801155815793904,-0.009545296428281114,-0.011196926262095947,0.005273269401340844,6,-0.00931675892442507,-0.008433880702260843,-0.008377911464744536,-0.009849453992451906,-0.008235917884464285,-0.008842784593669328,0.0006308140083744682,Peugeot,2008
6,0.0015957355499267578,0.0007978677945555225,0.00039887428283691406,0.0007977485656738281,7,{'alpha': 7},-0.005051209527267209,-0.013461765173239645,-0.022110561349751263,-0.008946478118244573,-0.009443434441487607,-0.01180268972199806,0.00580191802546412,7,-0.009896708800430665,-0.008982754854201242,-0.00890621337992094,-0.010442289343085602,-0.008814725809641374,-0.009408538437455965,0.0006470219159079256,Peugeot,2008
7,0.001196908950805664,0.0009772720660146167,0.0011967182159423827,0.0009771163471641285,8,{'alpha': 8},-0.00506506372603968,-0.014059954134961257,-0.02376049938612164,-0.009922402228922458,-0.009389598548843007,-0.012439503604977607,0.006337363633462253,8,-0.010499065685361512,-0.009557191111347379,-0.009459036329948472,-0.01105905494169043,-0.009420579158568866,-0.009998985445383333,0.000662587156061612,Peugeot,2008
8,0.0011967182159423827,0.0009771163355291948,0.0011968612670898438,0.0009772331363015311,9,{'alpha': 9},-0.005111496318935594,-0.014677630536579039,-0.02540890662894161,-0.010929859626180153,-0.009376372506309134,-0.013100853123389105,0.00687588829006238,9,-0.011121441556289503,-0.010153397973202468,-0.010031611863147313,-0.011694599604975781,-0.010049011153470074,-0.010610012430217027,0.0006775921341779894,Peugeot,2008
0,0.0011965274810791016,0.0009769606477132327,0.0011969566345214843,0.0009773110034830886,1,{'alpha': 1},-0.022674618304902628,-0.020842783245280116,-0.041503903401940725,-0.023601117658109287,-0.022673840692479533,-0.026259252660542454,0.007674737536739739,1,-0.022838155254953564,-0.023264621930391558,-0.0186041638257855,-0.023175139806802057,-0.023759934513695017,-0.02232840306632554,0.0018853411557860254,Peugeot,5008
1,0.0015956878662109375,0.0007978439473547264,0.0007977962493896484,0.0009770968677642084,2,{'alpha': 2},-0.02165833887300673,-0.02153071448504342,-0.04078688053364989,-0.0251331219458622,-0.023270581749221433,-0.026475927517356734,0.007273857804656639,2,-0.023329688795007204,-0.02369712481233786,-0.019039668806875767,-0.02356966787862393,-0.02408435760995912,-0.022744101580560776,0.0018682523265136262,Peugeot,5008
2,0.0015960216522216796,0.0007980109311771305,0.0007978439331054688,0.000977155265241817,3,{'alpha': 3},-0.020903023100574018,-0.022318382492355307,-0.04031490208695097,-0.026753250642443535,-0.023926563996101557,-0.02684322446368508,0.007010867116936252,3,-0.023882994957416845,-0.024192394945389443,-0.019577075715923296,-0.024045006707956073,-0.024493918404332755,-0.023238278146203682,0.0018416213128014066,Peugeot,5008
3,0.001196575164794922,0.000976999534756859,0.0007979393005371094,0.0009772720660146167,4,{'alpha': 4},-0.02029863637428775,-0.0231271897726606,-0.04002076914964736,-0.028402857522641607,-0.024596083157609163,-0.027289107195369294,0.006881515433555364,4,-0.024486837902681184,-0.024723035453621905,-0.020176444354136666,-0.024568735114483545,-0.02496525996371301,-0.02378406255772726,0.001811154919978521,Peugeot,5008
4,0.0011969566345214843,0.0009773110616461676,0.0007977962493896484,0.0009770968677642084,5,{'alpha': 5},-0.019803481518893287,-0.02392719734631428,-0.039861348831769165,-0.03005698441774758,-0.025269892930124417,-0.02778378100896975,0.006868961333758335,5,-0.02512815708494513,-0.025276887400455725,-0.020816107333423022,-0.02512347349758215,-0.02548144597707986,-0.024365214258697178,0.0017793436971554459,Peugeot,5008
5,0.0011967658996582032,0.000977155276876287,0.001196908950805664,0.0009772720660146167,6,{'alpha': 6},-0.019394695011298032,-0.024708412535167108,-0.03980789006962503,-0.0317033545774872,-0.025946576234584927,-0.028312185685632457,0.00695350522627216,6,-0.02579707777862461,-0.025848064793936875,-0.021483379693183983,-0.025699106943206318,-0.026031274087781192,-0.024971780659346597,0.00174753886185325,Peugeot,5008
6,0.0011968135833740235,0.000977194214344759,0.0007978439331054688,0.000977155265241817,7,{'alpha': 7},-0.019057517198031972,-0.02546922303443693,-0.03984060527252996,-0.03333578300745879,-0.02662677780866958,-0.02886598126422545,0.007115890185665931,7,-0.026486740602466984,-0.026433598304963977,-0.02217060166901055,-0.026289603047271706,-0.026607311718322216,-0.02559757106840709,0.0017165178533780424,Peugeot,5008
7,0.0011967658996582032,0.0009771552768762868,0.000797891616821289,0.0009772136685366603,8,{'alpha': 8},-0.018781531141255695,-0.026211430438414104,-0.039945429785426464,-0.03495129085590833,-0.027311578236929444,-0.02944025209158681,0.007338871583363847,8,-0.02719247387489861,-0.02703192320774442,-0.022873040262912647,-0.026891314728701217,-0.027204511772952848,-0.02623865276944195,0.0016867276888302288,Peugeot,5008
8,0.0011966228485107422,0.0009770384761048781,0.000797891616821289,0.0009772136685366605,9,{'alpha': 9},-0.018558948494104787,-0.02693804610708113,-0.040112045908264095,-0.03654865327437932,-0.028001984650818865,-0.030031935686929634,0.007607871177364307,9,-0.027911091875385225,-0.027642153929510072,-0.023587702817644746,-0.027502011019015397,-0.027819345775283895,-0.026892461083367864,0.0016584174145868212,Peugeot,5008
0,0.0011967658996582032,0.00039892202354976095,0.0007979393005371094,0.00039896966451610907,1,{'alpha': 1},-0.33636460318109873,-0.014932998451144135,-0.05507996366271998,-0.02097971814098908,-0.08910330653893374,-0.10329211799497715,0.11952504567914758,4,-0.013613557333161498,-0.054206564864782925,-0.04227804595223097,-0.05307751629955188,-0.04102147861468789,-0.04083943261288303,0.01464105153870833,Peugeot,308
1,0.0011968135833740235,0.00039901736247607795,0.0009973526000976562,1.784161275279017e-07,2,{'alpha': 2},-0.36223914511601285,-0.01270597854858008,-0.04322232930633773,-0.016739449213406934,-0.07120994655584022,-0.10122336974803556,0.1321870058883539,1,-0.0147469869837044,-0.0579446430202791,-0.04759427911278224,-0.05696221797595182,-0.045147490163068044,-0.04447912345115712,0.015692665254559812,Peugeot,308
2,0.001396322250366211,0.0004885971129893826,0.000797891616821289,0.0003989458760905677,3,{'alpha': 3},-0.38283918043224296,-0.01261472932032301,-0.03680138767763038,-0.015360685696653966,-0.059356042758973465,-0.10139440517716476,0.14172810241852316,2,-0.015893417584955216,-0.06147648172295146,-0.05246093550625447,-0.060661825917682294,-0.04954284093517079,-0.048007100333402844,0.01670359291434826,Peugeot,308
3,0.0011968135833740235,0.0003988981353824061,0.0009974956512451172,9.536743164062499e-08,4,{'alpha': 4},-0.3998697300291341,-0.013041793170166953,-0.03299105494640236,-0.014867410606661111,-0.05117485561978123,-0.10238896887442916,0.1493831985727652,3,-0.017030446714454875,-0.06496401686847414,-0.05708746908811677,-0.06430818958249936,-0.053968440491990996,-0.05147171254910723,0.01772449481759414,Peugeot,308
4,0.0011968135833740235,0.00039913655395512355,0.0009974002838134765,1.9073486328124998e-07,5,{'alpha': 5},-0.4143925878380777,-0.013684800326158167,-0.030752734267638707,-0.01481442985055215,-0.04528928870609244,-0.10378676819770383,0.15573460888236945,5,-0.018164030479630236,-0.06840516175220458,-0.06151804610362682,-0.06789446873776336,-0.05829775081062982,-0.05485589157677097,0.01874092092383575,Peugeot,308
5,0.0011967658996582032,0.00039892199505124864,0.0009972572326660157,9.536743164062499e-08,6,{'alpha': 6},-0.42708222577159294,-0.014448752261203587,-0.02956836035904436,-0.01503093123934314,-0.040905550733396606,-0.10540716407291613,0.16113852657356456,6,-0.01930232760202493,-0.07178610328817488,-0.06576549672284196,-0.07140703132105897,-0.062474772823397334,-0.05814714635149961,0.019735922844735538,Peugeot,308
6,0.0011967658996582032,0.00039892205204827114,0.0007979393005371094,0.00039896966451610907,7,{'alpha': 7},-0.4383883457765756,-0.015295299805673311,-0.02913496112830876,-0.015433243383203274,-0.03754240849995232,-0.10715885171874265,0.16583103074980932,7,-0.020451997463739803,-0.07509746815672182,-0.06983849471777216,-0.07483753691169802,-0.06648040104211674,-0.061341179658409704,0.020697479617358787,Peugeot,308
7,0.0011969566345214843,0.00039894584759375934,0.0007977485656738281,0.00039887429708787493,8,{'alpha': 8},-0.4486232008599343,-0.016206410543815546,-0.029258582246528136,-0.015974108905055896,-0.03489492108266502,-0.10899144472759978,0.16997566960081864,8,-0.02161790129833878,-0.07833520829957161,-0.07374691686196773,-0.07818297257442264,-0.07031430640928688,-0.06443946108871754,0.021618531041207558,Peugeot,308
8,0.0009979248046875,2.269865080912e-06,0.0010022640228271485,1.1077000054896889e-05,9,{'alpha': 9},-0.45801079458222316,-0.01717262992367892,-0.029807673327371022,-0.016624178721664815,-0.032762785473124244,-0.11087561240561243,0.1736894014383469,9,-0.0228033829520767,-0.08149918993789121,-0.07750208838044918,-0.08144410843765751,-0.0739853107027074,-0.06744681608215641,0.022495732656672447,Peugeot,308
0,0.0011967182159423827,0.00039894581909694896,0.0007977962493896484,0.0003988981353824061,1,{'alpha': 1},-0.013292073881401079,-0.023728467746410586,-0.1817368246289164,-0.013471698492280611,-0.04632688905007769,-0.05571119075981727,0.06415134646412961,1,-0.036931568161217725,-0.034774285531625496,-0.010803911801356501,-0.03676775769958018,-0.029958415096158406,-0.02984718765798766,0.009849038096852848,Peugeot,Partner
1,0.0011970043182373048,0.00039892199505124864,0.0009972095489501954,1.9073486328125e-07,2,{'alpha': 2},-0.012903816415045287,-0.02040393356186412,-0.1904667883402176,-0.012878562920880637,-0.043570034483281575,-0.05604462714425784,0.06814635804295695,2,-0.03793321834034592,-0.035913035019130506,-0.011164187276591268,-0.03760230309090264,-0.0309160748836978,-0.030705763722133628,0.010087928138577128,Peugeot,Partner
2,0.0013962745666503905,0.000488636038823848,0.0007978439331054688,0.0003989219950512487,3,{'alpha': 3},-0.012794924746246177,-0.017871936849857287,-0.19940767478589716,-0.012255772461500654,-0.041183153291533846,-0.05670269242700702,0.07213434191957223,3,-0.038704989063067546,-0.03683346828631437,-0.011577495251078691,-0.038309277488438764,-0.031741157210961206,-0.03143327745997212,0.010233924995416517,Peugeot,Partner
3,0.0011967658996582032,0.00039892199505124864,0.0007978439331054688,0.00039892196655273444,4,{'alpha': 4},-0.012823792846387218,-0.015838799958371313,-0.20820450813688032,-0.01170046397152743,-0.03914025041047492,-0.05754156306472824,0.07599754879638136,4,-0.03946830531251005,-0.03775144452348166,-0.01203370502728385,-0.039045967199791226,-0.032600623302666686,-0.03218000907314669,0.010366793323735433,Peugeot,Partner
4,0.0011968135833740235,0.00039901736247607795,0.000797891616821289,0.00039894581909694896,5,{'alpha': 5},-0.012937565241165776,-0.014157375487722355,-0.21677334008939494,-0.011220601444742882,-0.03738919092707274,-0.058495614638019736,0.07971657504452456,5,-0.040260223540675766,-0.03869955082469289,-0.012527591733740746,-0.03983322946369692,-0.03351450506646491,-0.03296702012585424,0.010500166929060705,Peugeot,Partner
5,0.0011966705322265625,0.00039885045166786345,0.0009974002838134765,1.9073486328124998e-07,6,{'alpha': 6},-0.013108188336006476,-0.012738947756792627,-0.22509651276317352,-0.010810667386801752,-0.03588430220106014,-0.05952772368876691,0.08329387694845068,6,-0.04108652705538091,-0.03968147614776178,-0.013054200220992464,-0.0406699747917565,-0.03447973277434083,-0.033794382198046494,0.010637028524560296,Peugeot,Partner
6,0.0011967658996582032,0.00039904118652603566,0.0007979869842529297,0.0003989935313048969,7,{'alpha': 7},-0.013318905399732345,-0.011525919491969907,-0.23317656927465355,-0.010463147993705919,-0.0345884173775698,-0.06061459190752629,0.08673724095441714,7,-0.041945764613264054,-0.04069491973336744,-0.013608791692547091,-0.041550768700358,-0.03548915278196135,-0.03465787950429959,0.0107779975740117,Peugeot,Partner
7,0.0011967658996582032,0.00039892196655273433,0.0007979393005371094,0.00039896966451610907,8,{'alpha': 8},-0.013559109659390806,-0.010478992494752835,-0.24102252459545995,-0.010170932984145998,-0.03347151757674506,-0.06174061546209893,0.09005530354098425,8,-0.042834835949635705,-0.04173649533800835,-0.01418701544265651,-0.042469768990480515,-0.03653563121166532,-0.03555274938648928,0.010923125034064148,Peugeot,Partner
8,0.0011968135833740235,0.0003988982208830506,0.0007978439331054688,0.00039892199505124864,9,{'alpha': 9},-0.013821830400667067,-0.009570248440091036,-0.248645159239042,-0.009927791002347973,-0.03250919541341556,-0.06289484489911273,0.09325625888918679,9,-0.04375049384947671,-0.0428028977220708,-0.014784976717862252,-0.04342167875331787,-0.037612945956961935,-0.036474598599937916,0.011072339194692273,Peugeot,Partner
0,0.0011968612670898438,0.00039899350281149214,0.0009971141815185546,1.784161275279017e-07,1,{'alpha': 1},-0.0186340353870857,-0.022577552953812974,-0.020012136517643515,-0.02490382936124924,-0.011950510788864398,-0.019615613001731168,0.0043957442598666395,7,-0.016576862320002668,-0.01678931984227216,-0.016620530213456896,-0.015136224268708835,-0.018173076719483344,-0.01665920267278478,0.0009629624934701617,Bmw,5 Series
1,0.001396512985229492,0.0004886360620900065,0.000797891616821289,0.00039894581909694896,2,{'alpha': 2},-0.0184823377880239,-0.022205578231723883,-0.020432944298194637,-0.024836570552978974,-0.011591460610247338,-0.019509778296233744,0.0044777154326732654,4,-0.016635191445593386,-0.01681974001998024,-0.01665532854178624,-0.015176036908190913,-0.018298743833701163,-0.016717008149850388,0.0009897001894993475,Bmw,5 Series
2,0.0013959407806396484,0.0004889087212273168,0.0007979869842529297,0.0003989935597982996,3,{'alpha': 3},-0.018425366292064038,-0.02186628461761543,-0.020851839079932256,-0.02477858132100885,-0.011464559584962333,-0.01947732617911658,0.004494680462751154,2,-0.01669170560433906,-0.01686308949092726,-0.01669974479171987,-0.015224391451557068,-0.018384131189284326,-0.01677261250556552,0.0010014012797392603,Bmw,5 Series
3,0.0011965274810791016,0.00039892199505124864,0.0009974956512451172,2.78041453115716e-07,4,{'alpha': 4},-0.01840634506340395,-0.021555857722223164,-0.021277995791114206,-0.024734470293297207,-0.011408387579857071,-0.01947661128997912,0.004504554068451736,1,-0.01675407167151047,-0.016919213585850697,-0.01675441287599566,-0.01528247644735129,-0.018461474015181382,-0.0168343297191779,0.0010075594735951374,Bmw,5 Series
4,0.0011968612670898438,0.00039887429708787493,0.0009972095489501954,1.9073486328124998e-07,5,{'alpha': 5},-0.01841035604761725,-0.021271939946047255,-0.021712387834888613,-0.02470437023309781,-0.01138640356040933,-0.019497091524412053,0.004519682056491742,3,-0.016824433639901278,-0.01698724374673537,-0.016818897989059358,-0.015350304882858963,-0.018540115625967586,-0.01690419917690451,0.0010110732257855564,Bmw,5 Series
5,0.0013963699340820313,0.0004886555308230838,0.000797891616821289,0.00039894581909694896,6,{'alpha': 6},-0.01843143790285292,-0.021012520804937224,-0.022154268720927676,-0.024687442823638963,-0.01138544789555995,-0.019534223629583347,0.0045436626019943185,5,-0.01690322479842846,-0.017066203999112704,-0.01689245334479758,-0.015427430447903595,-0.018623313778579228,-0.016982525273764315,0.0010131051753696407,Bmw,5 Series
6,0.0013964176177978516,0.0004884219525686784,0.000997447967529297,1.9073486328125e-07,7,{'alpha': 7},-0.018466472762202087,-0.020775788586582685,-0.022602509389309355,-0.02468265386570941,-0.011399338106187894,-0.019585352541998287,0.004577457340208905,6,-0.016990260339473717,-0.01715514823157762,-0.016974270201370927,-0.015513254622672754,-0.018712220924562265,-0.017069030863931457,0.0010142104187912386,Bmw,5 Series
7,0.0011967658996582032,0.00039892199505124864,0.0007978439331054688,0.00039892196655273433,8,{'alpha': 8},-0.018513494163921503,-0.020560092485603556,-0.023055956208455318,-0.02468898700154646,-0.011424602896100694,-0.01964862655112551,0.004621016979594169,8,-0.017085116950394694,-0.01725319586070704,-0.017063564120479085,-0.015607146048414677,-0.01880713759518083,-0.017163232115035267,0.0010146879557779646,Bmw,5 Series
8,0.0011968135833740235,0.0003988981353824061,0.0009972095489501954,1.1680077279964343e-07,9,{'alpha': 9},-0.018571092971492613,-0.020363923964595774,-0.0235135368713885,-0.024705505024414626,-0.011459030212828594,-0.019722617808944024,0.0046738505610539665,9,-0.017187284661666198,-0.017359539244270993,-0.017159605048888905,-0.015708488464830302,-0.01890798818248826,-0.017264581120428932,0.001014714037337743,Bmw,5 Series
0,0.0011968612670898438,0.00039887435409171316,0.0009931087493896484,8.273639992708135e-06,1,{'alpha': 1},-0.013486795014266488,-0.01694116286808542,-0.01709909657612108,-0.015430059853881054,-0.04632599243728647,-0.0218566213499281,0.012303662715001298,1,-0.016425645826710737,-0.01505061219004124,-0.01572844412908464,-0.015457982000039696,-0.011007413221854943,-0.01473401947354625,0.0019163729781706072,Bmw,1 Series
1,0.0011968612670898438,0.00039899350281149214,0.000997447967529297,1.1680077279964343e-07,2,{'alpha': 2},-0.01404930742338153,-0.016026367885932712,-0.017001636520614007,-0.015028589951357783,-0.047396131449723024,-0.021900406646201808,0.012785897598928973,2,-0.016789832614883062,-0.015525884427924843,-0.015990497277659485,-0.01582731460398271,-0.011177418593177146,-0.015062189503525447,0.0019868759635111085,Bmw,1 Series
2,0.0011968135833740235,0.00039913655395512355,0.000797891616821289,0.00039894584759375934,3,{'alpha': 3},-0.014799208395000344,-0.01559300892048307,-0.017094813220043446,-0.014783505917233174,-0.048270116968789176,-0.02210813068430984,0.01310801405975696,3,-0.017113977327597476,-0.015978747521946682,-0.01629878213270426,-0.016175113970232795,-0.011403714838047344,-0.015394067158105715,0.002032308887210521,Bmw,1 Series
