dealer,county,make,model,vehicle_year,mileage,last_updated,price,transmission,engine,body,fuel,doors,mpg,owners,color,tax,nct_month,nct_year,download_date,page_id
Bandon motors,Cork,Land,ROVER Discovery Sport,2015.0,148999.0, 2 days ago,22950.0,Manual,2.0,Suv,Diesel,5.0,46.0,4.0,Red,NaN,April,2024.0,2022-09-07,3167957
John hayes cars,Dublin,Audi,A6,2020.0,58000.0, 10 days ago,48950.0,Automatic,2.0,Saloon,Diesel,4.0,40.0,1.0,Blue,200.0,February,2024.0,2022-09-07,3167958
Boland carlow,Carlow,Citroen,Grand C4 Picasso,2016.0,107999.0, 8 days ago,16995.0,Manual,1.6,Hatchback,Diesel,5.0,59.0,2.0,Red,NaN,November,2022.0,2022-09-07,3167959
Boland carlow,Carlow,Peugeot,2008,2019.0,16999.0, 8 days ago,19995.0,Manual,1.2,Estate,Petrol,4.0,48.0,1.0,Red,NaN,September,2023.0,2022-09-07,3167960
Windsor drogheda peugeot,Louth,Nissan,Qashqai,2016.0,164780.0, 8 days ago,17995.0,Automatic,1.6,Hatchback,Diesel,4.0,48.0,2.0,Red,200.0,July,2022.0,2022-09-07,3167966
Audi ballina,Mayo,Audi,A3,2019.0,88489.0, 10 days ago,28950.0,Manual,1.6,Saloon,Diesel,4.0,53.0,1.0,White,190.0,July,2023.0,2022-09-07,3167967
Audi wexford,Wexford,Land,ROVER Range Rover Evoque,2019.0,40270.0, 1 day ago,51975.0,Automatic,2.0,Suv,Diesel,5.0,43.0,1.0,Grey,NaN,July,2023.0,2022-09-07,3167969
Audi wexford,Wexford,Audi,A3,2017.0,67300.0, 9 days ago,23975.0,Automatic,1.6,Hatchback,Diesel,4.0,60.0,2.0,Grey,NaN,January,2023.0,2022-09-07,3167971
Audi wexford,Wexford,Audi,A6,2016.0,98874.0, 9 days ago,24975.0,Automatic,2.0,Saloon,Diesel,4.0,48.0,2.0,White,NaN,June,2022.0,2022-09-07,3167972
Audi wexford,Wexford,Audi,A3,2015.0,129210.0, 8 days ago,19975.0,Manual,1.6,Saloon,Diesel,4.0,62.0,2.0,Grey,NaN,July,2023.0,2022-09-07,3167973
Bradys (dublin) limited,Dublin,Seat,Ateca,2021.0,18249.0, 6 days ago,37950.0,Manual,1.5,Suv,Petrol,5.0,36.0,1.0,Grey,NaN,July,2025.0,2022-09-07,3167974
Bradys (dublin) limited,Dublin,Seat,Ateca,2021.0,15998.0, 10 days ago,45950.0,Automatic,1.5,Suv,Petrol,5.0,44.0,1.0,Green,NaN,July,2025.0,2022-09-07,3167975
Connollys mercedes-benz sligo,Sligo,Mercedes-benz,C Class,2020.0,41036.0, 7 days ago,49950.0,Automatic,2.0,Estate,Diesel,5.0,50.0,1.0,White,270.0,September,2024.0,2022-09-07,3167976
Connollys mercedes-benz sligo,Sligo,Mercedes-benz,E Class,2019.0,73535.0, 7 days ago,42950.0,Automatic,2.0,Saloon,Diesel,4.0,47.0,1.0,Grey,190.0,January,2023.0,2022-09-07,3167977
Kearys hyundai mallow,Cork,Hyundai,Tucson,2018.0,50999.0, 50 minutes ago,25995.0,Manual,1.7,Suv,Diesel,5.0,53.0,2.0,Brown,200.0,January,2022.0,2022-09-07,3167979
H &amp; h motors ltd,Waterford,Nissan,Qashqai,2017.0,92532.0, 9 days ago,20495.0,Manual,1.5,Suv,Diesel,4.0,62.0,1.0,Grey,180.0,August,2023.0,2022-09-07,3167980
Audi approved plus kilkenny,Kilkenny,Volkswagen,Tiguan,2019.0,41998.0, 4 days ago,44900.0,Automatic,2.0,Suv,Diesel,5.0,48.0,2.0,Grey,280.0,July,2023.0,2022-09-07,3167981
Joe norris motors,Meath,Peugeot,Partner,2018.0,55998.0, 10 days ago,17995.0,Manual,1.6,Mpv,Diesel,3.0,55.0,1.0,Black,NaN,None,NaN,2022-09-07,3167982
Hertz car sales cork,Cork,Opel,Corsa,2019.0,50893.0, 10 days ago,18950.0,Manual,1.4,Hatchback,Petrol,5.0,51.0,2.0,Grey,270.0,June,2023.0,2022-09-07,3167983
Kilternan cars,Dublin,Skoda,Octavia,2018.0,211069.0, 14 hours ago,16999.0,Automatic,2.0,Hatchback,Diesel,4.0,52.0,1.0,Grey,200.0,June,2022.0,2022-09-07,3167984
Hertz car sales cork,Cork,Hyundai,i20,2021.0,46551.0, 7 days ago,17995.0,Manual,1.2,Hatchback,Petrol,5.0,NaN,1.0,White,NaN,None,NaN,2022-09-07,3167985
Frank keane volkswagen liffey valley,Dublin,Volkswagen,Golf,2018.0,72999.0, 10 hours ago,22995.0,Manual,1.0,Hatchback,Petrol,5.0,48.0,2.0,None,190.0,January,2024.0,2022-09-07,3167987
Frank keane volkswagen liffey valley,Dublin,Volkswagen,Tiguan,2020.0,23979.0, 10 days ago,41995.0,Automatic,1.5,Suv,Petrol,5.0,42.0,1.0,Black,280.0,July,2024.0,2022-09-07,3167989
Connollys mercedes-benz galway,Galway,Mercedes-benz,A Class,2022.0,0.0, 10 days ago,47900.0,Automatic,2.0,Hatchback,Diesel,NaN,NaN,NaN,Grey,NaN,None,NaN,2022-09-07,3167993
Linders of chapelizod,Dublin,Mercedes-benz,E Class,2017.0,148299.0, 8 days ago,27995.0,Automatic,2.0,Saloon,Diesel,4.0,60.0,3.0,Black,190.0,January,2019.0,2022-09-07,3167997
Kearys carstore dublin,Dublin,Toyota,Aqua,2020.0,68234.0, 10 hours ago,17490.0,Automatic,1.5,Hatchback,Petrol hybrid,5.0,NaN,1.0,Silver,NaN,July,2024.0,2022-09-07,3167998
Kearys carstore dublin,Dublin,Toyota,Aqua,2019.0,56185.0, 14 hours ago,16990.0,Automatic,1.5,Hatchback,Petrol hybrid,5.0,NaN,1.0,Silver,NaN,January,2023.0,2022-09-07,3167999
Kearys carstore dublin,Dublin,Toyota,Aqua,2019.0,113917.0, 1 day ago,16990.0,Automatic,1.5,Hatchback,Petrol hybrid,5.0,NaN,1.0,Silver,NaN,April,2023.0,2022-09-07,3168000
Kearys carstore dublin,Dublin,Toyota,Aqua,2019.0,81978.0, 10 hours ago,16990.0,Automatic,1.5,Hatchback,Petrol hybrid,5.0,NaN,1.0,White,NaN,April,2023.0,2022-09-07,3168001
Kearys carstore dublin,Dublin,Toyota,Aqua,2019.0,106591.0, 10 hours ago,16990.0,Automatic,1.5,Hatchback,Petrol hybrid,5.0,NaN,1.0,White,NaN,February,2023.0,2022-09-07,3168002
Kearys carstore dublin,Dublin,Toyota,Aqua,2019.0,33519.0, 17 hours ago,16990.0,Automatic,1.5,Hatchback,Petrol hybrid,5.0,NaN,1.0,Black,NaN,February,2023.0,2022-09-07,3168003
Kearys carstore dublin,Dublin,Toyota,Aqua,2020.0,54551.0, 8 days ago,17490.0,Automatic,1.5,Hatchback,Petrol hybrid,5.0,NaN,1.0,Silver,NaN,September,2024.0,2022-09-07,3168004
Kearys carstore dublin,Dublin,Honda,Jazz,2017.0,105707.0, 8 days ago,16490.0,Automatic,1.5,Hatchback,Petrol hybrid,5.0,NaN,1.0,Silver,NaN,None,NaN,2022-09-07,3168005
Michael grant motors,Dublin,Bmw,2 Series,2015.0,70999.0, 8 days ago,23445.0,Automatic,1.5,Mpv,Petrol,5.0,44.0,3.0,Silver,NaN,November,2023.0,2022-09-07,3168007
Michael grant motors,Dublin,Bmw,3 Series,2020.0,63486.0, 3 days ago,46950.0,Automatic,2.0,Saloon,Petrol hybrid,4.0,139.0,1.0,Grey,170.0,None,NaN,2022-09-07,3168008
Connollys seat sligo,Sligo,Nissan,X-Trail,2020.0,57979.0, 10 days ago,42895.0,Automatic,1.7,Suv,Diesel,4.0,31.0,1.0,Blue,600.0,February,2024.0,2022-09-07,3168009
Igm west motors,Dublin,Audi,A6,2011.0,162000.0, 6 days ago,11900.0,Automatic,3.0,Saloon,Diesel,4.0,46.0,3.0,Black,280.0,April,2023.0,2022-09-07,3168011
Spirit skoda,Dublin,Volkswagen,Tiguan,2019.0,44688.0, 10 hours ago,41950.0,Automatic,2.0,Suv,Diesel,5.0,49.0,1.0,White,280.0,August,2023.0,2022-09-07,3168013
Trinity volkswagen,Wicklow,Audi,A4,2017.0,69855.0, 10 hours ago,24950.0,Manual,1.4,Saloon,Petrol,4.0,44.0,1.0,Black,270.0,November,2023.0,2022-09-07,3168015
Lucey motors,Cork,Peugeot,2008,2016.0,122034.0, 10 days ago,13425.0,Manual,1.6,Suv,Diesel,4.0,64.0,1.0,Black,NaN,May,2024.0,2022-09-07,3168016
Lyons of limerick,Limerick,Mazda,CX-5,2020.0,32499.0, 10 days ago,34000.0,Manual,2.2,Suv,Diesel,4.0,47.0,1.0,Blue,NaN,January,2024.0,2022-09-07,3168017
Wexford volkswagen,Wexford,Volkswagen,Transporter,2021.0,38564.0, 9 days ago,32000.0,Manual,2.0,Van,Diesel,5.0,39.0,1.0,White,NaN,None,NaN,2022-09-07,3168018
The car centre galway,Galway,Suzuki,Swift,2021.0,9116.0, 1 day ago,17995.0,Manual,1.2,Hatchback,Petrol,5.0,51.0,1.0,Red,NaN,March,2025.0,2022-09-07,3168019
The car centre galway,Galway,Land,ROVER Discovery Sport,2020.0,26940.0, 1 day ago,54995.0,Automatic,2.0,Suv,Diesel,5.0,32.0,1.0,Black,NaN,August,2024.0,2022-09-07,3168020
Jvc motors,Limerick,Skoda,Octavia,2016.0,169000.0, 7 days ago,12400.0,Manual,2.0,Hatchback,Diesel,4.0,57.0,3.0,Grey,190.0,January,2024.0,2022-09-07,3168021
John hayes cars,Dublin,Land,ROVER Discovery,2013.0,114000.0, 9 days ago,29950.0,Automatic,3.0,Suv,Diesel,4.0,28.0,3.0,Blue,333.0,October,2023.0,2022-09-07,3168022
D and l o&#039;connell bros car sales,Limerick,Mercedes-benz,E Class,2015.0,207598.0, 4 hours ago,18900.0,Automatic,2.1,Saloon,Diesel,4.0,53.0,1.0,Black,200.0,June,2023.0,2022-09-07,3168023
Jvc motors,Limerick,Kia,Sportage,2013.0,155000.0, 8 days ago,10600.0,Manual,1.7,Mpv,Diesel,4.0,44.0,4.0,Silver,280.0,August,2023.0,2022-09-07,3168024
Grange car sales ltd,Dublin,Audi,A5,2011.0,228526.0, 3 hours ago,9999.0,Manual,2.0,Coupe,Diesel,3.0,41.0,3.0,Silver,280.0,December,2022.0,2022-09-07,3168025
Jvc motors,Limerick,Nissan,Note,2016.0,43000.0, 7 days ago,9800.0,Manual,1.2,Mpv,Petrol,4.0,50.0,1.0,Red,190.0,November,2022.0,2022-09-07,3168026
Doohamlet motors ltd,Monaghan,Skoda,Superb,2015.0,276806.0, 3 hours ago,12500.0,Automatic,2.0,Hatchback,Diesel,5.0,44.0,2.0,White,280.0,October,2023.0,2022-09-07,3168027
D and l o&#039;connell bros car sales,Limerick,Audi,A4,2019.0,116945.0, 7 hours ago,31900.0,Automatic,2.0,Saloon,Diesel,4.0,60.0,1.0,Grey,200.0,May,2023.0,2022-09-07,3168030
D and l o&#039;connell bros car sales,Limerick,Nissan,X-Trail,2017.0,112653.0, 5 hours ago,26950.0,Manual,1.6,Estate,Diesel,5.0,48.0,2.0,Black,280.0,October,2023.0,2022-09-07,3168031
Airside motor centre,Dublin,Volkswagen,Golf,2016.0,83513.0, 8 days ago,21950.0,Automatic,1.4,Hatchback,Petrol,5.0,60.0,1.0,White,190.0,August,2024.0,2022-09-07,3168032
Charton motor company,Dublin,Mercedes-benz,C Class,2017.0,163000.0, in 47 minutes,24996.0,Other,2.0,Saloon,Petrol plug-in hybrid,4.0,NaN,2.0,Blue,170.0,May,2023.0,2022-09-07,3168033
Liam buckley car sales,Tipperary,Audi,A4,2017.0,207600.0, 7 days ago,19440.0,Manual,2.0,Estate,Diesel,5.0,59.0,1.0,Black,190.0,None,NaN,2022-09-07,3168034
Liam buckley car sales,Tipperary,Audi,A4,2018.0,111042.0, 7 days ago,26940.0,Manual,2.0,Saloon,Diesel,4.0,62.0,1.0,Red,180.0,None,NaN,2022-09-07,3168035
Liam buckley car sales,Tipperary,Volkswagen,Passat,2020.0,32186.0, 5 days ago,34900.0,Manual,2.0,Saloon,Diesel,4.0,59.0,1.0,Black,270.0,None,NaN,2022-09-07,3168036
Liam buckley car sales,Tipperary,Volkswagen,Golf,2021.0,24140.0, 4 days ago,34990.0,Automatic,2.0,Hatchback,Diesel,5.0,NaN,1.0,Grey,NaN,None,NaN,2022-09-07,3168037
Liam buckley car sales,Tipperary,Nissan,Qashqai,2015.0,160000.0, 5 days ago,13900.0,Manual,1.5,Mpv,Diesel,4.0,62.0,2.0,White,180.0,November,2023.0,2022-09-07,3168038
Liam buckley car sales,Tipperary,Kia,Sportage,2012.0,170586.0, 7 days ago,10990.0,Manual,1.7,Estate,Diesel,5.0,44.0,3.0,Black,280.0,December,2023.0,2022-09-07,3168039
Liam buckley car sales,Tipperary,Skoda,Octavia,2012.0,201163.0, 7 days ago,7940.0,Manual,1.6,Saloon,Diesel,4.0,52.0,NaN,None,200.0,February,2024.0,2022-09-07,3168040
Imotors,Donegal,Nissan,Qashqai,2021.0,17881.0, 4 days ago,33900.0,Manual,1.3,Mpv,Petrol,4.0,37.0,1.0,Grey,270.0,July,2025.0,2022-09-07,3168042
Imotors,Donegal,Ford,Focus,2019.0,67999.0, 4 days ago,23900.0,Manual,1.5,Hatchback,Diesel,5.0,62.0,1.0,Red,180.0,None,NaN,2022-09-07,3168043
Motorview kia,Cork,Ford,Fiesta,2016.0,54600.0, 1 day ago,12950.0,Manual,1.0,Hatchback,Petrol,4.0,55.0,2.0,Silver,180.0,February,2024.0,2022-09-07,3168046
Motorview kia,Cork,Toyota,Avensis,2012.0,149000.0, 8 days ago,9950.0,Manual,2.0,Saloon,Diesel,4.0,51.0,3.0,Silver,NaN,January,2023.0,2022-09-07,3168047
Hogan motors galway,Galway,Toyota,Corolla,2019.0,88812.0, 10 days ago,21250.0,Automatic,1.8,Hatchback,Petrol hybrid,4.0,71.0,1.0,Black,170.0,July,2023.0,2022-09-07,3168049
Cummin&#039;s car centre,Clare,Toyota,Corolla,2020.0,31654.0, 9 days ago,NaN,Automatic,1.8,Saloon,Hybrid,4.0,65.0,1.0,Grey,NaN,July,2024.0,2022-09-07,3168051
Cummin&#039;s car centre,Clare,Toyota,Corolla,2019.0,56244.0, 9 days ago,NaN,Automatic,1.8,Saloon,Hybrid,4.0,69.0,1.0,Grey,170.0,July,2023.0,2022-09-07,3168052
Cummin&#039;s car centre,Clare,Toyota,Corolla,2015.0,85000.0, 9 days ago,NaN,Manual,1.3,Saloon,Petrol,4.0,41.0,1.0,Grey,270.0,July,2023.0,2022-09-07,3168053
Cummin&#039;s car centre,Clare,Toyota,Corolla,2020.0,33000.0, 9 days ago,25950.0,Automatic,1.8,Hatchback,Hybrid,4.0,71.0,1.0,Black,170.0,July,2024.0,2022-09-07,3168055
Cummin&#039;s car centre,Clare,Toyota,Yaris,2018.0,42500.0, 9 days ago,18950.0,Automatic,1.5,Hatchback,Hybrid,5.0,71.0,2.0,Blue,NaN,April,2024.0,2022-09-07,3168056
Cummin&#039;s car centre,Clare,Toyota,Corolla,2019.0,65000.0, 9 days ago,23950.0,Automatic,1.8,Hatchback,Hybrid,4.0,71.0,3.0,Silver,170.0,January,2023.0,2022-09-07,3168057
Cummin&#039;s car centre,Clare,Toyota,C-HR,2018.0,44000.0, 9 days ago,27950.0,Automatic,1.8,Suv,Hybrid,4.0,62.0,1.0,None,NaN,July,2022.0,2022-09-07,3168058
Cummin&#039;s car centre,Clare,Toyota,Corolla,2020.0,61301.0, 9 days ago,NaN,Automatic,1.8,Saloon,Hybrid,4.0,69.0,1.0,Grey,170.0,July,2024.0,2022-09-07,3168059
Cummin&#039;s car centre,Clare,Toyota,Yaris,2020.0,35000.0, 9 days ago,18950.0,Manual,1.0,Hatchback,Petrol,4.0,50.0,2.0,White,180.0,July,2024.0,2022-09-07,3168061
Cummin&#039;s car centre,Clare,Toyota,Auris,2018.0,64000.0, 9 days ago,NaN,Manual,1.4,Hatchback,Diesel,4.0,69.0,2.0,Grey,NaN,January,2024.0,2022-09-07,3168062
Toyota long mile,Dublin,Toyota,Corolla,2017.0,59950.0, 1 day ago,18949.0,Manual,1.3,Saloon,Petrol,4.0,42.0,2.0,Red,270.0,January,2023.0,2022-09-07,3168064
Seamus clarke motors,Wicklow,Nissan,Note,2016.0,73000.0, 10 days ago,11200.0,Automatic,1.2,Hatchback,Petrol,5.0,NaN,1.0,Grey,190.0,August,2024.0,2022-09-07,3168071
Jack o&#039;sullivan cars,Wexford,Audi,A3,2016.0,152887.0, 1 day ago,21995.0,Manual,1.6,Saloon,Diesel,4.0,59.0,5.0,Silver,180.0,January,2024.0,2022-09-07,3168072
Autosports,Dublin,Bmw,3 Series,2013.0,288000.0, 8 minutes ago,14900.0,Automatic,2.0,Hatchback,Diesel,5.0,NaN,2.0,Silver,280.0,June,2023.0,2022-09-07,3168074
Ken horan motors,Galway,Ford,Kuga,2016.0,181000.0, 7 days ago,16495.0,Manual,2.0,Mpv,Diesel,5.0,50.0,2.0,Blue,270.0,October,2022.0,2022-09-07,3168075
Hutton &amp; meade hyundai,Dublin,Nissan,Qashqai,2019.0,62912.0, 1 day ago,25444.0,Manual,1.3,Suv,Petrol,4.0,41.0,1.0,White,270.0,January,2023.0,2022-09-07,3168079
Hutton &amp; meade hyundai,Dublin,Seat,Ibiza,2016.0,113999.0, 1 day ago,11888.0,Manual,1.0,Hatchback,Petrol,4.0,45.0,1.0,Grey,NaN,February,2023.0,2022-09-07,3168080
Sheehy motors carlow,Carlow,Volkswagen,Passat,2019.0,77999.0, 4 days ago,29950.0,Manual,2.0,Saloon,Diesel,4.0,57.0,1.0,Black,190.0,July,2023.0,2022-09-07,3168081
Merlin car auctions,Kildare,Mazda,Mazda3,2014.0,114823.0, 1 day ago,NaN,Manual,2.2,Saloon,Diesel,4.0,NaN,3.0,Red,NaN,November,2022.0,2022-09-07,3168094
Boland carlow,Carlow,Volkswagen,Tiguan,2018.0,75498.0, 10 days ago,29995.0,Manual,2.0,Suv,Diesel,5.0,50.0,1.0,Blue,270.0,May,2022.0,2022-09-07,3168103
Boland carlow,Carlow,Kia,Stonic,2018.0,33998.0, 10 days ago,16995.0,Manual,1.4,Estate,Petrol,5.0,43.0,1.0,None,NaN,February,2024.0,2022-09-07,3168104
Lahart garages,Kilkenny,Volkswagen,Tiguan,2019.0,64244.0, 5 hours ago,36950.0,Manual,2.0,Suv,Diesel,5.0,49.0,1.0,Black,270.0,May,2023.0,2022-09-07,3168107
Lahart garages,Kilkenny,Volkswagen,Golf,2016.0,112819.0, 2 days ago,24950.0,Manual,2.0,Hatchback,Diesel,5.0,53.0,1.0,Red,190.0,July,2024.0,2022-09-07,3168108
Lahart garages,Kilkenny,Hyundai,i20,2020.0,22999.0, 8 days ago,18450.0,Manual,1.2,Hatchback,Petrol,5.0,40.0,1.0,Black,NaN,July,2024.0,2022-09-07,3168109
Frank keane bmw,Dublin,Bmw,7 Series,2017.0,64880.0, 10 hours ago,49950.0,Automatic,3.0,Saloon,Diesel,4.0,48.0,NaN,Grey,NaN,September,2023.0,2022-09-07,3168110
Frank keane mini,Dublin,Mini,Hatch,2020.0,8772.0, 10 hours ago,28950.0,Automatic,2.0,Hatchback,Electric,3.0,NaN,NaN,Black,NaN,July,2024.0,2022-09-07,3168112
Frank keane mini,Dublin,Mini,Hatch,2020.0,35421.0, 10 hours ago,27450.0,Automatic,1.0,Hatchback,Electric,3.0,NaN,NaN,Silver,NaN,April,2024.0,2022-09-07,3168113
Morrison bmw &amp; mini,Tipperary,Bmw,4 Series,2021.0,5180.0, 10 hours ago,61995.0,Automatic,2.0,Coupe,Diesel,2.0,51.0,NaN,White,NaN,June,2025.0,2022-09-07,3168115
Audi approved plus kilkenny,Kilkenny,Audi,Q3,2019.0,15499.0, 4 days ago,36900.0,Manual,2.0,Suv,Diesel,4.0,41.0,2.0,Red,NaN,January,2023.0,2022-09-07,3168116
Audi approved plus kilkenny,Kilkenny,Audi,A6,2019.0,59999.0, 5 days ago,38900.0,Automatic,2.0,Saloon,Diesel,NaN,53.0,2.0,Black,200.0,May,2023.0,2022-09-07,3168117
Hertz car sales cork,Cork,Toyota,Yaris,2021.0,16341.0, 10 days ago,23895.0,Automatic,1.5,Hatchback,Petrol hybrid,5.0,NaN,1.0,Silver,NaN,None,NaN,2022-09-07,3168118
Frank keane volkswagen liffey valley,Dublin,Volkswagen,Tiguan,2019.0,48288.0, 10 days ago,35995.0,Manual,2.0,Suv,Diesel,5.0,49.0,1.0,Black,270.0,January,2023.0,2022-09-07,3168119
Bolands mercedes-benz,Wexford,Opel,Insignia,2018.0,59416.0, 5 hours ago,24895.0,Automatic,2.0,Hatchback,Diesel,5.0,42.0,2.0,Black,NaN,July,2022.0,2022-09-07,3168120
Cooney motors,Roscommon,Skoda,Kodiaq,2019.0,86122.0, 10 days ago,45950.0,Automatic,2.0,Suv,Diesel,4.0,41.0,1.0,Grey,400.0,January,2023.0,2022-09-07,3168121
Cooney motors,Roscommon,Land,ROVER Discovery,2016.0,54902.0, 9 days ago,32995.0,Automatic,2.2,Suv,Diesel,5.0,37.0,1.0,Grey,NaN,August,2022.0,2022-09-07,3168122
Blackwater motors cork,Cork,Volkswagen,Passat,2019.0,0.0, 55 minutes ago,32995.0,Manual,2.0,Estate,Diesel,NaN,55.0,1.0,Silver,190.0,May,2023.0,2022-09-07,3168123
Blackwater motors cork,Cork,Volkswagen,Passat,2019.0,0.0, 10 days ago,22995.0,Manual,2.0,Saloon,Diesel,NaN,57.0,1.0,Blue,190.0,May,2023.0,2022-09-07,3168124
Blackwater motors cork,Cork,Volkswagen,Golf,2015.0,0.0, 10 days ago,15995.0,Manual,1.2,Hatchback,Petrol,NaN,48.0,2.0,Grey,200.0,October,2023.0,2022-09-07,3168125
Blackwater motors cork,Cork,Volkswagen,Golf,2018.0,0.0, 10 days ago,22995.0,Manual,1.0,Hatchback,Petrol,NaN,48.0,NaN,Blue,190.0,March,2022.0,2022-09-07,3168126
Blackwater motors fermoy,Cork,Skoda,Karoq,2020.0,39409.0, 1 day ago,36950.0,Automatic,1.6,Suv,Diesel,4.0,53.0,1.0,Blue,NaN,July,2024.0,2022-09-07,3168127
Audi cork,Cork,Audi,Q3,2019.0,25149.0, 5 days ago,36995.0,Manual,1.5,Suv,Petrol,4.0,40.0,1.0,Grey,NaN,July,2023.0,2022-09-07,3168128
Audi cork,Cork,Audi,A3,2017.0,74583.0, 6 days ago,21995.0,Manual,1.6,Hatchback,Diesel,4.0,60.0,2.0,Black,190.0,August,2023.0,2022-09-07,3168129
Audi cork,Cork,Audi,A6,2017.0,89897.0, 1 day ago,29995.0,Automatic,2.0,Saloon,Diesel,4.0,53.0,2.0,Grey,200.0,February,2021.0,2022-09-07,3168130
Audi cork,Cork,Audi,Q3,2021.0,35252.0, 1 day ago,45995.0,Automatic,2.0,Suv,Diesel,4.0,49.0,2.0,Black,NaN,March,2025.0,2022-09-07,3168131
Audi cork,Cork,Audi,A3,2019.0,37782.0, 5 days ago,28995.0,Manual,1.0,Saloon,Petrol,4.0,47.0,1.0,Grey,200.0,July,2023.0,2022-09-07,3168132
Audi cork,Cork,Audi,Q3,2022.0,6941.0, 7 days ago,48995.0,Automatic,2.0,Suv,Diesel,4.0,44.0,NaN,Grey,NaN,January,2026.0,2022-09-07,3168133
Audi cork,Cork,Audi,A4,2018.0,80898.0, 5 days ago,28995.0,Manual,1.4,Saloon,Petrol,4.0,44.0,1.0,Grey,270.0,February,2024.0,2022-09-07,3168134
Audi cork,Cork,Audi,A6,2019.0,51999.0, 7 days ago,40995.0,Automatic,2.0,Saloon,Diesel,4.0,53.0,2.0,Black,200.0,January,2023.0,2022-09-07,3168137
Audi cork,Cork,Audi,A4,2017.0,97149.0, 5 days ago,27995.0,Automatic,2.0,Saloon,Diesel,4.0,57.0,3.0,Grey,190.0,March,2023.0,2022-09-07,3168138
Audi cork,Cork,Audi,A6,2017.0,68450.0, 6 days ago,29995.0,Manual,2.0,Saloon,Diesel,4.0,53.0,2.0,Grey,200.0,February,2023.0,2022-09-07,3168139
Newgate motor group,Meath,Dacia,Sandero,2022.0,9.0, 10 days ago,21095.0,Manual,1.0,Hatchback,Petrol,5.0,42.0,1.0,Grey,NaN,None,NaN,2022-09-07,3168140
Newgate motor group,Meath,Nissan,Juke,2018.0,54999.0, 10 days ago,18950.0,Manual,1.2,Suv,Petrol,5.0,42.0,2.0,Red,270.0,May,2022.0,2022-09-07,3168142
Wexford volkswagen,Wexford,Volkswagen,Transporter,2021.0,40257.0, 9 days ago,30000.0,Manual,2.0,Van,Diesel,5.0,37.0,1.0,Grey,NaN,None,NaN,2022-09-07,3168143
Agnelli motor park,Dublin,Nissan,Juke,2015.0,98998.0, 5 days ago,13950.0,Manual,1.5,Suv,Diesel,5.0,59.0,1.0,White,280.0,May,2023.0,2022-09-07,3168147
Agnelli motor park,Dublin,Fiat,500,2014.0,92998.0, 10 days ago,9450.0,Manual,1.2,Hatchback,Petrol,2.0,46.0,1.0,Blue,NaN,August,2024.0,2022-09-07,3168148
Agnelli motor park,Dublin,Fiat,500,2022.0,0.0, 10 days ago,25095.0,Manual,1.0,Convertible,Petrol hybrid,NaN,NaN,NaN,None,NaN,None,NaN,2022-09-07,3168149
Blackwater motors fermoy,Cork,Skoda,Kodiaq,2018.0,104211.0, 1 day ago,37950.0,Automatic,2.0,Suv,Diesel,4.0,48.0,1.0,Grey,280.0,August,2022.0,2022-09-07,3168150
Blackwater motors fermoy,Cork,Seat,Ibiza,2018.0,81255.0, 2 days ago,15950.0,Manual,1.0,Hatchback,Petrol,5.0,48.0,2.0,Black,NaN,February,2022.0,2022-09-07,3168151
Blackwater motors fermoy,Cork,Seat,Ibiza,2019.0,48669.0, 1 day ago,16950.0,Manual,1.0,Hatchback,Petrol,5.0,47.0,1.0,Red,NaN,January,2023.0,2022-09-07,3168152
All star autos,Cork,Volkswagen,Golf,2015.0,167999.0, 10 days ago,11950.0,Manual,1.6,Hatchback,Diesel,3.0,56.0,1.0,Silver,180.0,August,2023.0,2022-09-07,3168153
Cbc motors,Cork,Skoda,Octavia,2014.0,216298.0, 5 days ago,15750.0,Automatic,2.0,Estate,Diesel,4.0,46.0,2.0,White,270.0,January,2024.0,2022-09-07,3168154
Cbc motors,Cork,Volkswagen,Golf,2014.0,232699.0, 5 days ago,15950.0,Manual,2.0,Hatchback,Diesel,5.0,56.0,2.0,Grey,190.0,July,2023.0,2022-09-07,3168155
Eoin reynolds cars ltd,Wexford,Audi,A6,2017.0,94951.0, 3 hours ago,27995.0,Automatic,2.0,Saloon,Diesel,4.0,56.0,1.0,Black,190.0,March,2023.0,2022-09-07,3168156
Dillon car sales,Kerry,Volkswagen,Passat,2012.0,87200.0, 6 hours ago,10650.0,Manual,1.6,Saloon,Diesel,4.0,55.0,1.0,Silver,200.0,August,2022.0,2022-09-07,3168157
Autocamp ltd,Limerick,Ford,Mondeo,2012.0,259103.0, 6 hours ago,5750.0,Manual,1.6,Hatchback,Diesel,5.0,55.0,2.0,Silver,200.0,May,2022.0,2022-09-07,3168159
Ars autos,Kerry,Opel,Corsa,2015.0,50000.0, 7 days ago,9850.0,Manual,1.4,Hatchback,Petrol,5.0,46.0,3.0,Red,200.0,May,2023.0,2022-09-07,3168160
Autosports,Dublin,Land,ROVER Discovery Sport,2018.0,67592.0, 17 hours ago,42900.0,Automatic,2.0,Estate,Diesel,5.0,44.0,2.0,White,280.0,April,2024.0,2022-09-07,3168161
Blanchardstown 4x4,Dublin,Bmw,5 Series,2013.0,197948.0, 4 hours ago,21900.0,Automatic,2.0,Saloon,Diesel,4.0,48.0,3.0,White,280.0,January,2023.0,2022-09-07,3168163
