dealer,county,make,model,vehicle_year,mileage,last_updated,price,transmission,engine,body,fuel,doors,mpg,owners,color,tax,nct_month,nct_year,download_date,page_id
Herron auto,Donegal,Kia,Stonic,2019.0,41889.0, 1 month ago,18450.0,Manual,1.2,Estate,Petrol,5.0,45.0,3.0,Red,NaN,March,2023.0,2022-09-01,3133570
Herron auto,Donegal,Kia,Niro,2019.0,64817.0, 1 month ago,27900.0,Automatic,1.6,Suv,Petrol hybrid,5.0,62.0,2.0,Blue,NaN,January,2023.0,2022-09-01,3133572
Herron auto,Donegal,Kia,Ceed,2019.0,51098.0, 1 month ago,19900.0,Manual,1.0,Hatchback,Petrol,5.0,44.0,2.0,Grey,NaN,February,2023.0,2022-09-01,3133573
Herron auto,Donegal,Kia,Stinger,2018.0,50309.0, 1 month ago,38900.0,Automatic,2.2,Hatchback,Diesel,NaN,NaN,2.0,Red,NaN,July,2022.0,2022-09-01,3133574
Herron auto,Donegal,Opel,Crossland X,2018.0,40190.0, 1 month ago,18900.0,Manual,1.2,Suv,Petrol,5.0,45.0,2.0,Black,NaN,July,2022.0,2022-09-01,3133576
Herron auto,Donegal,Hyundai,Santa Fe,2017.0,79686.0, 1 month ago,32900.0,Manual,2.2,Suv,Diesel,NaN,39.0,1.0,Silver,NaN,February,2023.0,2022-09-01,3133578
Herron auto,Donegal,Honda,HR-V,2016.0,104016.0, 1 month ago,18900.0,Manual,1.6,Suv,Diesel,5.0,57.0,2.0,White,NaN,May,2024.0,2022-09-01,3133579
Herron auto,Donegal,Vauxhall,Corsa,2016.0,63176.0, 1 month ago,11900.0,Manual,1.4,Hatchback,Petrol,5.0,46.0,1.0,Grey,NaN,September,2022.0,2022-09-01,3133580
Herron auto,Donegal,Kia,Ceed,2016.0,79948.0, 1 month ago,15900.0,Manual,1.4,Hatchback,Diesel,5.0,56.0,1.0,Silver,NaN,February,2022.0,2022-09-01,3133581
Herron auto,Donegal,Vauxhall,Corsa,2016.0,51254.0, 1 month ago,12400.0,Manual,1.4,Hatchback,Petrol,5.0,45.0,1.0,Grey,NaN,November,2022.0,2022-09-01,3133584
Cranley cars ltd,Dublin,Opel,Mokka,2022.0,9.0, 1 day ago,32445.0,Manual,1.2,Suv,Petrol,5.0,NaN,NaN,White,NaN,March,2026.0,2022-09-01,3133586
J. keane &amp; sons (ros) ltd,Roscommon,Volkswagen,Polo,2017.0,70778.0, 6 days ago,13495.0,Manual,1.0,Hatchback,Petrol,5.0,49.0,1.0,Black,190.0,January,2023.0,2022-09-01,3133588
Liam lynch motors,Kerry,Skoda,Kodiaq,2020.0,44998.0, 1 month ago,41950.0,Automatic,2.0,Suv,Diesel,4.0,47.0,2.0,Blue,280.0,July,2024.0,2022-09-01,3133592
Horse &amp; jockey car sales,Tipperary,Peugeot,208,2017.0,55998.0, 9 hours ago,14000.0,Manual,1.6,Hatchback,Diesel,4.0,67.0,1.0,Grey,NaN,September,2023.0,2022-09-01,3133593
Msl grange motors mercedes-benz,Dublin,Mercedes-benz,C Class,2022.0,49.0, 1 month ago,67404.0,Automatic,1.5,Saloon,Petrol,4.0,37.0,1.0,Silver,NaN,June,2026.0,2022-09-01,3133603
Msl grange motors mercedes-benz,Dublin,Mercedes-benz,C Class,2022.0,49.0, 1 month ago,62130.0,Automatic,1.5,Saloon,Petrol,4.0,37.0,1.0,Silver,NaN,June,2026.0,2022-09-01,3133604
Msl grange motors mercedes-benz,Dublin,Mercedes-benz,C Class,2022.0,49.0, 1 month ago,66520.0,Automatic,1.5,Saloon,Petrol,4.0,37.0,1.0,Grey,NaN,June,2026.0,2022-09-01,3133605
Msl grange motors mercedes-benz,Dublin,Mercedes-benz,C Class,2022.0,49.0, 1 month ago,64353.0,Automatic,1.5,Saloon,Petrol,4.0,37.0,1.0,Silver,NaN,June,2026.0,2022-09-01,3133606
Ryan motor power,Tipperary,Suzuki,Vitara,2017.0,165855.0, 1 month ago,16995.0,Manual,1.6,Suv,Diesel,5.0,56.0,1.0,Grey,NaN,July,2023.0,2022-09-01,3133608
Pilsen auto ltd,Dublin,Skoda,Octavia,2020.0,18999.0, 1 month ago,25950.0,Manual,1.0,Saloon,Petrol,4.0,50.0,1.0,Black,190.0,February,2024.0,2022-09-01,3133609
Sheehy motors carlow,Carlow,Volkswagen,Polo,2019.0,26000.0, 2 days ago,17950.0,Manual,1.0,Hatchback,Petrol,5.0,49.0,1.0,Black,190.0,September,2023.0,2022-09-01,3133612
Sheehy motors carlow,Carlow,Volkswagen,T-Roc,2022.0,19.0, 2 days ago,38500.0,Manual,2.0,Hatchback,Diesel,5.0,NaN,NaN,White,NaN,None,NaN,2022-09-01,3133613
Gerry cumiskey sandyford,Dublin,Land,ROVER Discovery,2019.0,112301.0, 5 days ago,65950.0,Automatic,2.0,Suv,Diesel,5.0,33.0,2.0,Grey,NaN,July,2023.0,2022-09-01,3133618
Gerry cumiskey sandyford,Dublin,Volkswagen,Transporter,2021.0,70.0, 2 days ago,31850.0,Automatic,1.0,Van,Electric,NaN,NaN,NaN,Silver,NaN,None,NaN,2022-09-01,3133619
Breen select,Cork,Peugeot,208,2014.0,85542.0, 1 month ago,8750.0,Manual,1.2,Hatchback,Petrol,5.0,52.0,2.0,Grey,NaN,May,2024.0,2022-09-01,3133623
Mahons garage,Galway,Volkswagen,Amarok,2013.0,179824.0, 1 hour ago,NaN,Manual,2.0,Pickup,Diesel,4.0,30.0,2.0,Silver,333.0,None,NaN,2022-09-01,3133675
Kevin o&#039;leary group (silversprings),Cork,Opel,Grandland X,2019.0,36274.0, 1 month ago,25900.0,Manual,1.2,Suv,Petrol,5.0,45.0,1.0,Black,NaN,January,2023.0,2022-09-01,3133678
Ballybrittas motors,Laois,Skoda,Rapid,2019.0,78212.0, 15 days ago,NaN,Manual,1.0,Saloon,Petrol,4.0,52.0,2.0,Black,NaN,April,2023.0,2022-09-01,3133679
Bill sheehan &amp; sons,Dublin,Hyundai,Santa Fe,2017.0,86999.0, 21 days ago,31950.0,Manual,2.2,Suv,Diesel,5.0,41.0,1.0,White,NaN,January,2023.0,2022-09-01,3133683
Bandon motors,Cork,Ford,Fiesta,2018.0,46670.0, 14 days ago,15850.0,Manual,1.1,Hatchback,Petrol,5.0,64.0,1.0,Grey,190.0,None,NaN,2022-09-01,3133685
Bandon motors,Cork,Ford,Fiesta,2017.0,41842.0, 1 month ago,14950.0,Manual,1.2,Hatchback,Petrol,5.0,54.0,2.0,Silver,200.0,None,NaN,2022-09-01,3133686
Bandon motors,Cork,Ford,Focus,2021.0,10098.0, 1 month ago,26950.0,Manual,1.0,Hatchback,Petrol hybrid,4.0,46.0,1.0,White,NaN,January,2025.0,2022-09-01,3133687
Burns car sales,Sligo,Skoda,Scala,2022.0,11646.0, 1 day ago,24800.0,Manual,1.0,Hatchback,Petrol,5.0,NaN,1.0,Silver,NaN,January,2026.0,2022-09-01,3133688
"Spirit seat, cupra &amp; premium",Dublin,Volkswagen,Golf,2021.0,13848.0, 6 days ago,49950.0,Automatic,2.0,Hatchback,Petrol,5.0,32.0,2.0,Red,420.0,July,2025.0,2022-09-01,3133689
"Spirit seat, cupra &amp; premium",Dublin,Toyota,Corolla,2017.0,47799.0, 6 days ago,17950.0,Manual,1.3,Saloon,Petrol,4.0,42.0,3.0,Grey,270.0,May,2023.0,2022-09-01,3133690
Windsor drogheda peugeot,Louth,Volkswagen,Golf,2014.0,84120.0, 1 month ago,15995.0,Automatic,1.2,Hatchback,Petrol,5.0,48.0,NaN,Black,200.0,None,NaN,2022-09-01,3133691
Audi ballina,Mayo,Audi,Q3,2018.0,55409.0, 1 month ago,33950.0,Automatic,2.0,Suv,Diesel,4.0,49.0,2.0,Black,NaN,July,2022.0,2022-09-01,3133692
Audi sligo,Sligo,Audi,A4,2019.0,100005.0, 1 month ago,36950.0,Automatic,2.0,Saloon,Diesel,4.0,55.0,1.0,White,190.0,February,2023.0,2022-09-01,3133695
Dmg motors ltd,Donegal,Skoda,Kodiaq,2020.0,51999.0, 1 month ago,45900.0,Automatic,2.0,Suv,Diesel,4.0,47.0,2.0,Grey,280.0,July,2024.0,2022-09-01,3133698
Mccoy motors ltd,Dublin,Seat,Arona,2020.0,36762.0, 25 days ago,23950.0,Automatic,1.0,Suv,Petrol,5.0,47.0,1.0,White,NaN,January,2024.0,2022-09-01,3133700
Audi wexford,Wexford,Audi,Q3,2019.0,78046.0, 18 days ago,33875.0,Manual,1.5,Suv,Petrol,4.0,40.0,1.0,Grey,NaN,April,2023.0,2022-09-01,3133701
Audi wexford,Wexford,Mercedes-benz,E Class,2019.0,63401.0, 2 days ago,44175.0,Automatic,2.0,Saloon,Diesel,4.0,47.0,1.0,Grey,NaN,March,2023.0,2022-09-01,3133702
Audi wexford,Wexford,Audi,Q7,2019.0,72137.0, 2 days ago,76975.0,Automatic,3.0,Suv,Diesel,4.0,35.0,2.0,Grey,NaN,June,2023.0,2022-09-01,3133705
Audi centre ltd.,Dublin,Audi,A4,2022.0,3999.0, 5 days ago,46999.0,Automatic,2.0,Saloon,Diesel,4.0,49.0,1.0,Grey,NaN,None,NaN,2022-09-01,3133710
Frank keane collection,Dublin,Land,ROVER Discovery,2020.0,79562.0, 1 month ago,64950.0,Automatic,3.0,Suv,Diesel,5.0,33.0,1.0,Blue,NaN,None,NaN,2022-09-01,3133711
Frank keane collection,Dublin,Land,ROVER Discovery,2017.0,98721.0, 5 days ago,59950.0,Automatic,2.0,Suv,Diesel,5.0,37.0,1.0,Black,NaN,September,2023.0,2022-09-01,3133712
Frank keane collection,Dublin,Skoda,Kodiaq,2020.0,60026.0, 1 day ago,49950.0,Automatic,2.0,Suv,Diesel,4.0,47.0,2.0,Blue,280.0,January,2024.0,2022-09-01,3133713
Frank keane collection,Dublin,Audi,A3,2018.0,70476.0, 1 month ago,25950.0,Manual,1.6,Saloon,Diesel,4.0,62.0,3.0,Grey,190.0,April,2024.0,2022-09-01,3133714
Frank keane collection,Dublin,Audi,A6,2017.0,98124.0, 1 month ago,29950.0,Automatic,2.0,Estate,Diesel,4.0,53.0,2.0,Black,200.0,March,2023.0,2022-09-01,3133715
Doran motors ltd,Monaghan,Skoda,Karoq,2018.0,7998.0, 1 month ago,28500.0,Automatic,1.0,Estate,Petrol,4.0,45.0,1.0,Grey,NaN,July,2022.0,2022-09-01,3133718
Doran motors ltd,Monaghan,Peugeot,3008,2020.0,33998.0, 15 days ago,33850.0,Manual,1.5,Mpv,Diesel,4.0,59.0,1.0,Brown,190.0,June,2024.0,2022-09-01,3133719
Annesley williams ltd,Dublin,Audi,A7,2020.0,46254.0, 6 days ago,62950.0,Automatic,2.0,Hatchback,Diesel,5.0,39.0,1.0,Black,NaN,None,NaN,2022-09-01,3133727
Annesley williams ltd,Dublin,Skoda,Kodiaq,2020.0,48499.0, 9 days ago,36950.0,Manual,1.5,Suv,Petrol,4.0,36.0,1.0,Blue,400.0,January,2024.0,2022-09-01,3133728
Hertz car sales,Dublin,Volkswagen,Golf,2021.0,23195.0, 8 days ago,23995.0,Manual,1.6,Hatchback,Diesel,5.0,57.0,1.0,Red,190.0,January,2025.0,2022-09-01,3133730
Kearys belgard,Dublin,Renault,Zoe,2021.0,14999.0, 1 month ago,27900.0,Automatic,NaN,Hatchback,Electric,4.0,NaN,1.0,White,NaN,July,2025.0,2022-09-01,3133732
Kearys belgard,Dublin,Renault,Captur,2021.0,14999.0, 1 month ago,25900.0,Manual,1.5,Suv,Diesel,5.0,64.0,1.0,Blue,NaN,January,2025.0,2022-09-01,3133733
Kearys belgard,Dublin,Renault,Grand Scenic,2021.0,14999.0, 1 month ago,33900.0,Manual,1.8,Mpv,Diesel,4.0,49.0,1.0,Blue,NaN,January,2025.0,2022-09-01,3133734
Kearys belgard,Dublin,Renault,Captur,2021.0,14999.0, 1 month ago,25900.0,Manual,1.5,Suv,Diesel,5.0,64.0,1.0,Orange,NaN,January,2025.0,2022-09-01,3133735
Kearys belgard,Dublin,Renault,Clio,2021.0,14999.0, 1 month ago,19490.0,Manual,1.0,Hatchback,Petrol,5.0,55.0,1.0,Blue,NaN,January,2025.0,2022-09-01,3133737
Kearys belgard,Dublin,Renault,Koleos,2021.0,14999.0, 1 month ago,41900.0,Automatic,1.7,Suv,Diesel,5.0,44.0,1.0,Black,NaN,January,2025.0,2022-09-01,3133738
Kearys bmw cork,Cork,Bmw,2 Series,2021.0,27202.0, 9 hours ago,46900.0,Automatic,1.5,Estate,Diesel,5.0,NaN,NaN,Blue,NaN,February,2025.0,2022-09-01,3133739
Kearys nissan cork,Cork,Nissan,Juke,2021.0,17849.0, 1 month ago,27900.0,Manual,1.0,Suv,Petrol,4.0,39.0,1.0,Red,NaN,April,2025.0,2022-09-01,3133740
Auto boland volvo,Waterford,Volvo,XC60,2020.0,66649.0, 28 days ago,55950.0,Automatic,2.0,Suv,Diesel,5.0,46.0,1.0,White,NaN,June,2024.0,2022-09-01,3133743
Auto boland volvo,Waterford,Volvo,XC90,2020.0,40048.0, 11 days ago,76950.0,Automatic,2.0,Suv,Diesel,5.0,35.0,1.0,Grey,NaN,May,2024.0,2022-09-01,3133746
Cummins motor group,Laois,Opel,Astra,2022.0,0.0, 1 month ago,35445.0,Manual,1.5,Hatchback,Diesel,5.0,NaN,NaN,None,NaN,None,NaN,2022-09-01,3133751
Cummins motor group,Laois,Opel,Mokka,2019.0,76998.0, 1 month ago,20250.0,Manual,1.6,Suv,Diesel,4.0,48.0,1.0,Red,NaN,February,2023.0,2022-09-01,3133752
Hertz car sales cork,Cork,Volkswagen,Golf,2021.0,43020.0, 8 days ago,23995.0,Manual,1.6,Hatchback,Diesel,5.0,57.0,1.0,Red,190.0,January,2025.0,2022-09-01,3133755
Pierse volkswagen ennis,Clare,Volkswagen,T-Roc,2020.0,20998.0, 1 month ago,35950.0,Automatic,1.5,Suv,Petrol,5.0,42.0,3.0,Blue,NaN,February,2024.0,2022-09-01,3133756
Pierse volkswagen ennis,Clare,Volkswagen,Tiguan,2020.0,50998.0, 8 days ago,38950.0,Manual,2.0,Suv,Diesel,5.0,52.0,1.0,Black,270.0,June,2024.0,2022-09-01,3133757
Pierse volkswagen ennis,Clare,Volkswagen,Polo,2021.0,9998.0, 1 month ago,20950.0,Manual,1.0,Hatchback,Petrol,5.0,43.0,1.0,Black,200.0,February,2025.0,2022-09-01,3133760
Pierse volkswagen ennis,Clare,Volkswagen,Polo,2022.0,8999.0, 1 month ago,21950.0,Manual,1.0,Hatchback,Petrol,5.0,43.0,1.0,Silver,200.0,January,2026.0,2022-09-01,3133761
Pierse volkswagen ennis,Clare,Seat,Arona,2022.0,99.0, 1 month ago,24950.0,Manual,1.0,Suv,Petrol,5.0,44.0,1.0,Grey,NaN,None,NaN,2022-09-01,3133762
Frank keane volkswagen deansgrange,Dublin,Volkswagen,Golf,2020.0,36396.0, 28 days ago,28995.0,Manual,1.0,Hatchback,Petrol,5.0,49.0,1.0,Black,200.0,July,2024.0,2022-09-01,3133767
Bolands mercedes-benz,Wexford,Mercedes-benz,A Class,2022.0,9.0, 1 month ago,46495.0,Automatic,2.0,Hatchback,Diesel,NaN,63.0,NaN,Black,190.0,None,NaN,2022-09-01,3133771
Dalkey motor company,Dublin,Audi,A4,2016.0,58298.0, 2 days ago,25499.0,Automatic,2.0,Saloon,Diesel,4.0,56.0,2.0,Silver,190.0,October,2022.0,2022-09-01,3133773
Barlo motor group clonmel (ford),Tipperary,Ford,Kuga,2018.0,70118.0, 16 days ago,25495.0,Manual,1.5,Suv,Diesel,4.0,53.0,1.0,Blue,200.0,January,2022.0,2022-09-01,3133775
Linders finglas,Dublin,Audi,A6,2017.0,121490.0, 1 month ago,29950.0,Manual,2.0,Saloon,Diesel,4.0,55.0,2.0,Grey,200.0,May,2023.0,2022-09-01,3133777
Kearys carstore dublin,Dublin,Volkswagen,Golf,2017.0,89310.0, 1 month ago,18890.0,Manual,1.6,Estate,Diesel,5.0,57.0,2.0,White,180.0,March,2023.0,2022-09-01,3133779
Kearys carstore dublin,Dublin,Volvo,XC60,2019.0,115711.0, 1 month ago,51890.0,Automatic,2.0,Suv,Petrol hybrid,NaN,98.0,1.0,Black,NaN,None,NaN,2022-09-01,3133780
Frank hogan ltd,Limerick,Skoda,Octavia,2017.0,133998.0, 1 month ago,24950.0,Manual,2.0,Saloon,Diesel,4.0,53.0,2.0,White,200.0,January,2023.0,2022-09-01,3133783
Frank hogan ltd,Limerick,Bmw,X5,2018.0,68998.0, 1 month ago,67750.0,Automatic,3.0,Suv,Diesel,4.0,34.0,NaN,Silver,NaN,March,2022.0,2022-09-01,3133785
James barry motors,Limerick,Renault,Clio,2015.0,63948.0, 1 month ago,11950.0,Manual,1.5,Hatchback,Diesel,4.0,73.0,2.0,Black,NaN,May,2023.0,2022-09-01,3133790
Johnson &amp; perrott jaguar land rover,Cork,Land,ROVER Discovery,2021.0,59946.0, 1 month ago,66900.0,Automatic,3.0,Suv,Diesel,5.0,NaN,1.0,Blue,NaN,None,NaN,2022-09-01,3133791
Tullamore nissan,Offaly,Nissan,Qashqai,2015.0,138369.0, 1 month ago,16495.0,Manual,1.5,Hatchback,Diesel,4.0,62.0,1.0,Silver,180.0,February,2019.0,2022-09-01,3133795
Tullamore nissan,Offaly,Nissan,Micra,2020.0,34544.0, 1 month ago,18495.0,Manual,1.0,Hatchback,Petrol,4.0,44.0,NaN,Red,280.0,July,2024.0,2022-09-01,3133796
Tullamore nissan,Offaly,Nissan,Micra,2019.0,33794.0, 23 days ago,15995.0,Manual,1.0,Hatchback,Petrol,4.0,44.0,1.0,Orange,280.0,July,2023.0,2022-09-01,3133798
Sandyford motor centre,Dublin,Peugeot,5008,2018.0,54799.0, 1 month ago,30950.0,Manual,1.2,Mpv,Petrol,5.0,44.0,3.0,Grey,NaN,January,2024.0,2022-09-01,3133800
Sandyford motor centre,Dublin,Peugeot,5008,2019.0,32999.0, 25 days ago,36950.0,Manual,1.2,Mpv,Petrol,5.0,44.0,1.0,Grey,NaN,June,2023.0,2022-09-01,3133801
Kevin o&#039;leary bandon,Cork,Honda,Jazz,2016.0,20998.0, 1 month ago,17900.0,Automatic,1.3,Hatchback,Petrol,5.0,48.0,2.0,Red,NaN,September,2022.0,2022-09-01,3133803
Kevin o&#039;leary bandon,Cork,Kia,Venga,2016.0,106998.0, 1 month ago,11900.0,Manual,1.4,Mpv,Petrol,5.0,42.0,2.0,White,NaN,December,2023.0,2022-09-01,3133804
Michael lyng motors ltd,Kilkenny,Skoda,Octavia,2019.0,58454.0, 14 days ago,24950.0,Manual,1.6,Saloon,Diesel,4.0,57.0,1.0,Silver,190.0,July,2023.0,2022-09-01,3133807
Michael lyng motors ltd,Kilkenny,Toyota,Yaris,2018.0,31248.0, 2 days ago,14595.0,Manual,1.0,Hatchback,Petrol,5.0,55.0,1.0,Grey,180.0,January,2024.0,2022-09-01,3133808
Michael lyng motors ltd,Kilkenny,Ford,Mondeo,2017.0,140189.0, 1 day ago,18950.0,Manual,1.5,Estate,Diesel,5.0,59.0,2.0,Grey,180.0,September,2023.0,2022-09-01,3133809
Michael lyng motors ltd,Kilkenny,Hyundai,i20,2016.0,125449.0, 12 hours ago,13555.0,Automatic,1.4,Hatchback,Petrol,5.0,35.0,1.0,White,NaN,May,2022.0,2022-09-01,3133810
Michael lyng motors ltd,Kilkenny,Hyundai,Tucson,2020.0,59363.0, 14 days ago,30950.0,Manual,1.6,Suv,Diesel,5.0,43.0,1.0,White,270.0,July,2024.0,2022-09-01,3133816
Michael lyng motors ltd,Kilkenny,Hyundai,Tucson,2020.0,90869.0, 14 days ago,30950.0,Manual,1.6,Suv,Diesel,5.0,43.0,1.0,Black,270.0,January,2024.0,2022-09-01,3133818
Michael lyng motors ltd,Kilkenny,Hyundai,Kona,2019.0,41493.0, 14 days ago,24555.0,Manual,1.6,Suv,Diesel,5.0,47.0,1.0,Silver,NaN,July,2023.0,2022-09-01,3133819
Michael lyng motors ltd,Kilkenny,Hyundai,Tucson,2019.0,41282.0, 5 days ago,32950.0,Manual,1.6,Suv,Diesel,5.0,43.0,1.0,Grey,270.0,July,2023.0,2022-09-01,3133820
Michael lyng motors ltd,Kilkenny,Hyundai,Tucson,2019.0,122134.0, 14 days ago,27995.0,Manual,1.6,Suv,Diesel,5.0,37.0,1.0,White,270.0,January,2023.0,2022-09-01,3133821
Michael lyng motors ltd,Kilkenny,Hyundai,Kona,2018.0,45882.0, 5 hours ago,19950.0,Manual,1.0,Suv,Petrol,5.0,44.0,1.0,White,NaN,January,2024.0,2022-09-01,3133822
Michael lyng motors ltd,Kilkenny,Kia,Sportage,2018.0,89023.0, 5 hours ago,25995.0,Manual,1.7,Suv,Diesel,5.0,51.0,1.0,Red,200.0,January,2024.0,2022-09-01,3133823
Michael lyng motors ltd,Kilkenny,Skoda,Kodiaq,2018.0,140978.0, 15 hours ago,32950.0,Automatic,2.0,Suv,Diesel,5.0,44.0,1.0,None,280.0,March,2022.0,2022-09-01,3133824
Michael lyng motors ltd,Kilkenny,Hyundai,Tucson,2017.0,114182.0, 14 days ago,20995.0,Manual,1.7,Suv,Diesel,5.0,53.0,1.0,Black,200.0,February,2023.0,2022-09-01,3133825
Michael lyng motors ltd,Kilkenny,Nissan,Qashqai,2016.0,146837.0, 19 hours ago,17495.0,Manual,1.6,Suv,Diesel,5.0,46.0,1.0,Silver,280.0,July,2022.0,2022-09-01,3133827
Michael lyng motors ltd,Kilkenny,Hyundai,Tucson,2016.0,114147.0, 1 day ago,21450.0,Manual,1.7,Suv,Diesel,5.0,53.0,2.0,Blue,200.0,July,2022.0,2022-09-01,3133828
Windsor motormall,Dublin,Audi,A6,2018.0,93494.0, 1 month ago,30995.0,Manual,2.0,Saloon,Diesel,4.0,55.0,1.0,Black,200.0,March,2024.0,2022-09-01,3133829
Windsor motormall,Dublin,Dacia,Duster,2020.0,46767.0, 1 month ago,22995.0,Manual,1.5,Suv,Diesel,5.0,53.0,2.0,Red,280.0,February,2024.0,2022-09-01,3133831
Motorstore - a johnson &amp; perrott motor dealership,Cork,Mitsubishi,L200,2020.0,76422.0, 6 days ago,32439.0,Automatic,2.3,Van,Diesel,4.0,30.0,1.0,Black,NaN,None,NaN,2022-09-01,3133833
Connollys seat sligo,Sligo,Audi,A6,2017.0,146599.0, 9 hours ago,23845.0,Manual,2.0,Saloon,Diesel,4.0,55.0,2.0,Grey,200.0,January,2023.0,2022-09-01,3133835
Connollys seat sligo,Sligo,Ford,Transit Custom,2019.0,112100.0, 2 days ago,25824.0,Manual,2.0,Van,Diesel,5.0,NaN,1.0,White,NaN,None,NaN,2022-09-01,3133838
Michael moore car sales portarlington,Laois,Volkswagen,Golf,2017.0,97743.0, 9 days ago,20950.0,Manual,1.6,Estate,Diesel,5.0,60.0,2.0,Red,190.0,January,2023.0,2022-09-01,3133841
Blackwater motors cork,Cork,Volkswagen,Transporter,2019.0,94316.0, 1 month ago,24386.0,Manual,2.0,Van,Diesel,5.0,39.0,1.0,Grey,NaN,None,NaN,2022-09-01,3133843
Connolly volkswagen letterkenny,Donegal,Volkswagen,Transporter,2021.0,36055.0, 29 days ago,39950.0,Manual,2.0,Van,Diesel,5.0,37.0,1.0,Blue,NaN,None,NaN,2022-09-01,3133845
Spirit jaguar &amp; land rover,Dublin,Land,ROVER Discovery Sport,2020.0,35498.0, 28 days ago,59950.0,Automatic,2.0,Suv,Diesel,5.0,NaN,2.0,Black,NaN,September,2024.0,2022-09-01,3133847
Cab motor company,Cork,Ford,Kuga,2018.0,60998.0, 1 month ago,19500.0,Manual,1.5,Van,Diesel,4.0,45.0,1.0,Black,200.0,None,NaN,2022-09-01,3133849
Cab motor company,Cork,Ford,Transit Connect,2019.0,134999.0, 13 days ago,16950.0,Manual,1.5,Van,Diesel,3.0,49.0,1.0,Grey,NaN,None,NaN,2022-09-01,3133850
Mullingar nissan &amp; opel,Westmeath,Opel,Vivaro,2022.0,2999.0, 1 month ago,22154.0,Manual,1.5,Van,Diesel,6.0,48.0,1.0,White,NaN,None,NaN,2022-09-01,3133854
Audi cork,Cork,Audi,A6,2017.0,146150.0, 1 month ago,29995.0,Automatic,2.0,Estate,Diesel,4.0,53.0,2.0,Grey,190.0,February,2021.0,2022-09-01,3133855
Trinity skoda,Wicklow,Skoda,Scala,2020.0,17437.0, 14 days ago,20450.0,Manual,1.0,Hatchback,Petrol,4.0,47.0,1.0,Blue,NaN,January,2024.0,2022-09-01,3133856
Lyons of limerick,Limerick,Volkswagen,Passat,2016.0,193497.0, 1 month ago,16995.0,Manual,1.6,Estate,Diesel,5.0,57.0,1.0,Silver,190.0,August,2022.0,2022-09-01,3133857
Slattery&#039;s garage,Tipperary,Peugeot,208,2020.0,26499.0, 1 month ago,18750.0,Manual,1.2,Hatchback,Petrol,5.0,NaN,1.0,Grey,NaN,September,2024.0,2022-09-01,3133858
Donal ryan motor group nenagh,Tipperary,Suzuki,Vitara,2016.0,74311.0, 2 days ago,18450.0,Manual,1.6,Suv,Diesel,5.0,59.0,1.0,Grey,NaN,September,2022.0,2022-09-01,3133860
Donal ryan motor group nenagh,Tipperary,Nissan,Qashqai,2020.0,91099.0, 2 days ago,29999.0,Manual,1.5,Mpv,Diesel,4.0,56.0,2.0,Black,190.0,January,2024.0,2022-09-01,3133861
Frank keane collection blackrock,Dublin,Mercedes-benz,E Class,2018.0,53494.0, 21 days ago,35950.0,Automatic,2.0,Saloon,Diesel,4.0,52.0,1.0,Grey,190.0,January,2024.0,2022-09-01,3133862
John adams car sales,Laois,Honda,Jazz,2019.0,39998.0, 1 month ago,19950.0,Automatic,1.3,Hatchback,Petrol,5.0,49.0,1.0,White,NaN,January,2023.0,2022-09-01,3133873
O&#039;connell automotive,Dublin,Audi,A4,2018.0,102399.0, 1 month ago,28999.0,Manual,2.0,Saloon,Diesel,4.0,59.0,2.0,White,180.0,January,2024.0,2022-09-01,3133879
O&#039;connell automotive,Dublin,Volvo,XC60,2018.0,86399.0, 1 month ago,38999.0,Automatic,2.0,Suv,Diesel,5.0,43.0,NaN,Grey,NaN,July,2022.0,2022-09-01,3133880
Lough owel motors,Westmeath,Peugeot,3008,2019.0,116298.0, 1 month ago,25700.0,Manual,1.5,Mpv,Diesel,4.0,59.0,NaN,Grey,190.0,January,2023.0,2022-09-01,3133881
Clonskeagh motors,Dublin,Mini,Hatch,2017.0,67498.0, 1 month ago,29950.0,Manual,2.0,Hatchback,Petrol,2.0,35.0,2.0,Black,NaN,November,2023.0,2022-09-01,3133885
Blackwater motors fermoy,Cork,Volkswagen,Polo,2016.0,104045.0, 6 days ago,13950.0,Manual,1.4,Hatchback,Diesel,5.0,69.0,2.0,Grey,180.0,October,2022.0,2022-09-01,3133886
Motor wholesales ltd,Wexford,Volkswagen,Golf,2015.0,215999.0, 18 days ago,12900.0,Manual,1.6,Hatchback,Diesel,5.0,62.0,1.0,Grey,180.0,December,2022.0,2022-09-01,3133890
Apex motors,Meath,Skoda,Octavia,2016.0,198064.0, 8 hours ago,13449.0,Automatic,1.6,Hatchback,Diesel,5.0,60.0,1.0,Red,180.0,August,2024.0,2022-09-01,3133898
Apex motors,Meath,Ford,Focus,2015.0,68982.0, 1 day ago,12949.0,Manual,1.0,Hatchback,Petrol,5.0,50.0,1.0,Red,190.0,July,2024.0,2022-09-01,3133899
Apex motors,Meath,Citroen,Berlingo,2016.0,160658.0, 1 day ago,9749.0,Manual,1.6,Van,Diesel,5.0,45.0,1.0,White,NaN,July,2023.0,2022-09-01,3133900
Apex motors,Meath,Nissan,Qashqai,2016.0,113492.0, 2 hours ago,16749.0,Manual,1.2,Hatchback,Petrol,5.0,42.0,1.0,Silver,270.0,December,2023.0,2022-09-01,3133901
