,id,make,model,true,predict,score,max_depth,min_samples_leaf,min_samples_split,n_estimators,alpha_value,trainScore
7838,3150820,Volkswagen,Touareg,10.725467604939041,10.902874644560411,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
8890,3153255,Hyundai,Tucson,10.04107321548869,10.091243196095435,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
7885,3150937,Opel,Insignia,9.90098442231801,9.714945423288786,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
6968,3140161,Ford,S-Max,10.163926888594034,9.98236497562746,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
6724,3139405,Volkswagen,Golf,9.822819649468673,9.85446957545642,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
3578,3106144,Nissan,Juke,8.698847859222488,8.557795573702787,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
14126,3164255,Citroen,Berlingo,9.612466578818832,9.705171984767825,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
16260,3167828,Mitsubishi,Outlander,9.952039593118293,10.076646524724737,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
17196,3169332,Renault,Clio,9.792555991828847,9.822847601373049,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
417,3087023,Audi,A6,9.51044496442652,9.339905561351227,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
7253,3140993,Mercedes-benz,GLC Class,11.00126616045566,10.99394311988679,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
7783,3150696,Hyundai,Tucson,10.239781201782993,10.336623628714177,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
13161,3162323,Volvo,XC90,11.43981699314959,11.278285714127279,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
8226,3151754,Renault,Kadjar,9.949893925350283,9.913624808943581,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
13871,3163709,Mazda,Mazda2,9.581903928408666,9.553015709864438,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
6600,3138976,Dacia,Duster,9.38429367909962,9.513589770334601,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
10775,3157420,Skoda,Kodiaq,10.373491181781864,10.34877261451742,-0.030352604144405538,8,1,2,100,1,0.0045263962043699795
