,id,make,model,true,predict,score,max_depth,max_features,max_leaf_nodes,min_impurity_decrease,min_samples_leaf,min_samples_split,min_weight_fraction_leaf,n_estimators,alpha_value,trainScore
4259,3109866,Volkswagen,up!,8.922658299524402,8.904194229004606,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
1947,3097453,Volkswagen,Transporter,10.448714603019452,10.210848741033937,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
8157,3151585,Audi,A5,10.434086391401058,10.251049349854416,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
6075,3137499,Toyota,Landcruiser,10.708846723703001,10.816896197727406,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
2109,3098477,Volkswagen,Passat,10.387455722132236,10.227354480915865,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
8715,3152860,Opel,Astra,9.67721410821299,9.626999515785966,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
4246,3109831,Kia,Rio,9.581903928408666,9.58214575567968,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
16344,3167955,Peugeot,208,9.47231994707559,9.78964602252455,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
4991,3134246,Mercedes-benz,E Class,10.116580767996837,10.273921841589539,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
10205,3156203,Honda,HR-V,9.91788343281986,9.989807124506257,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
3169,3104062,Ford,Focus,9.66459564425378,9.637275187039206,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
13456,3162950,Honda,HR-V,10.03889218954233,10.100763033244968,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
10593,3157005,Volkswagen,Golf,9.301094735244646,9.469333432046843,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
6371,3138314,Audi,A5,9.795345393916424,9.530118157975298,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
4963,3134171,Honda,HR-V,9.99857043378282,9.976286360156088,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
2696,3101587,Volkswagen,Golf,9.726153537253213,9.633066678582038,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
10407,3156668,Volkswagen,Touran,9.328123407632566,9.43433016832256,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
13034,3162073,Peugeot,5008,10.477287975463508,10.108739849402237,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
13628,3163294,Volkswagen,Golf,9.296518068217235,9.237987251174465,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
15302,3166253,Peugeot,Partner,9.895959286115337,9.901075631805918,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
2613,3101091,Dacia,Duster,9.205327830152639,9.47181609577871,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
9877,3155559,Skoda,Superb,10.239781201782993,10.221519269906112,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
4083,3109012,Renault,Captur,10.16199824768763,10.164059259968838,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
2690,3101547,Audi,A6,9.940301525658844,9.905057946545563,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
9633,3154991,Toyota,Aqua,9.350102314351341,9.397005924249097,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
12463,3160946,Volkswagen,Touareg,10.714306651468048,10.58925886171793,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
13268,3162504,Nissan,Juke,9.205327830152639,9.192532023298453,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
17300,3169483,Toyota,Rav4,10.341742483467284,10.435063489642166,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
1908,3097237,Suzuki,Vitara,10.279695479577175,10.460455189480212,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
3755,3107260,Nissan,X-Trail,10.12643108384767,10.009726356814205,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
17262,3169432,Opel,Astra,8.846496938558838,9.179908540880726,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
8088,3151350,Mercedes-benz,A Class,9.890908770329268,9.895856543958791,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
14541,3164972,Hyundai,ix35,9.612466578818832,9.553969315996092,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
1114,3091878,Audi,A6,9.767094927630573,9.758493379365017,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
9237,3154118,Kia,Rio,9.735068900911164,9.584289150444935,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
9549,3154820,Mini,Hatch,10.432644132986843,10.223229984958323,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
4164,3109417,Mercedes-benz,E Class,10.640627694781701,10.415840157635921,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
8173,3151625,Volkswagen,T-Roc,10.402746539930654,10.359174231699251,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
8865,3153200,Volkswagen,Golf,9.849559210510572,9.712094429616826,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
14106,3164222,Dacia,Sandero,9.543234787249512,9.671852728272395,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
3197,3104140,Toyota,Avensis,9.017968479328726,8.856494964031349,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
16543,3168266,Volkswagen,Passat,9.543234787249512,9.669991156400704,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
14794,3165369,Ford,Focus,9.259130536145614,9.380273074122119,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
2608,3101059,Volkswagen,Tiguan,10.142504453006628,10.259926896539163,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
5795,3136662,Nissan,Juke,10.165659490817816,10.106546331689163,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
1153,3092120,Nissan,Micra,9.825526011066415,9.812424616814905,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
2493,3100428,Mini,Hatch,10.1226230824528,10.08978920197324,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
6834,3139752,Volkswagen,Tiguan,10.163926888594034,10.175442648914254,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
13234,3162435,Opel,Insignia,8.60337088765729,8.742547439481056,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
4563,3132990,Volkswagen,Tiguan,10.503696737436805,10.524862676826176,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
3533,3105925,Bmw,X5,11.407553838139561,11.40588629473145,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
4643,3133198,Hyundai,i40,9.67721410821299,9.629896510883505,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
8773,3153024,Volkswagen,Passat,10.273325483001141,10.249120738230717,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
6752,3139488,Peugeot,3008,10.491274217438248,10.502411436475164,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
15908,3167264,Opel,Corsa,10.03889218954233,10.102083557252149,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
9037,3153567,Bmw,7 Series,11.37308851978243,11.256530323424371,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
3648,3106576,Mercedes-benz,CLA Class,10.112532179470836,10.145871125574315,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
9996,3155783,Ford,Fiesta,9.345745008982385,9.37823306959132,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
14583,3165039,Ford,S-Max,9.740674462130217,9.559959211047131,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
16869,3168752,Renault,Megane,10.305613759378778,10.355485786123658,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
2633,3101275,Ford,Ranger,10.933106969717286,10.747393976906741,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
6519,3138749,Mazda,Mazda6,9.966227582357314,10.052011355017989,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
5288,3135298,Kia,Sportage,9.708080756193517,9.70997071808684,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
17132,3169227,Volkswagen,Passat,9.388486557359657,9.377582739505797,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
8476,3152268,Volkswagen,Golf,9.468851067127684,9.086945935574498,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
10872,3157596,Hyundai,Kona,10.56346567170456,10.526896442251514,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
14903,3165544,Mitsubishi,Outlander,9.632334782035558,9.88457688399035,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
9711,3155192,Nissan,X-Trail,10.307284603543595,10.195414218315523,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
9308,3154288,Renault,Megane,10.274878680310541,10.466766386563638,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
16014,3167421,Ford,Kuga,10.388841510328449,10.36729052896718,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
9858,3155521,Volkswagen,Golf,10.021048341275273,10.16515160771258,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
4914,3134038,Skoda,Fabia,9.367344120785848,9.573263833664704,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
4692,3133334,Bmw,5 Series,10.307284603543595,10.172631709559196,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
12876,3161762,Bmw,5 Series,9.104868739033948,8.961788733080976,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
17397,3169630,Opel,Astra,10.273325483001141,9.866695119709517,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
4384,3110806,Ford,Transit,10.25061708363133,10.207917180146586,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
16087,3167559,Volkswagen,Passat,10.371770953036444,10.269972755075635,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
689,3088856,Ford,S-Max,10.236381967809457,9.952629815598426,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
4112,3109145,Ford,Kuga,8.846496938558838,8.48144170252179,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
11644,3159382,Toyota,C-HR,9.996522418503318,9.972995991007979,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
3391,3105077,Bmw,X5,8.987196820661973,9.572163820157932,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
156,3085311,Toyota,Prius,9.305195902988862,9.491067346092713,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
5755,3136559,Kia,Stonic,9.975575628930383,10.13015029290389,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
8142,3151559,Opel,Grandland X,10.124629101179664,10.205632847581063,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
9522,3154771,Volkswagen,Polo,9.543234787249512,9.652627864756159,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
7496,3149966,Ford,Focus,9.769670404801788,9.773145331583178,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
10359,3156571,Kia,Sorento,10.308785980087194,10.42454296134026,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
5840,3136820,Mercedes-benz,GLC Class,10.645305842559727,10.844940609434357,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
6,3084433,Audi,A6,10.690807903113322,10.682138499425262,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
3532,3105919,Volkswagen,Golf,9.738023112808596,9.68036231597183,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
13837,3163651,Honda,Jazz,9.673445259530762,9.635670815931272,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
6859,3139832,Volkswagen,Polo,9.259130536145614,9.652624800619975,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
1461,3094217,Toyota,Avensis,9.205327830152639,9.311073177834725,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
17517,3169816,Toyota,C-HR,10.201738576337144,10.283733231719923,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
2901,3102669,Volkswagen,T-Roc,10.548100786100218,10.350828008332618,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
3208,3104222,Ford,Focus,9.658226195968298,9.661269101707067,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
7070,3140461,Bmw,5 Series,10.568749529606537,10.588779406416172,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
7080,3140500,Ford,Transit,10.389487554866463,10.070370892513777,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
17511,3169805,Audi,A4,9.878169744551839,9.966716367755142,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
8481,3152289,Honda,Jazz,9.209840246934501,9.481708345335162,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
17276,3169450,Volkswagen,up!,8.980927207648378,9.030805258271204,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
5708,3136414,Hyundai,i10,9.54287630006159,9.661155339510506,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
11159,3158203,Mercedes-benz,C Class,11.102457865239273,10.928618489546764,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
14598,3165063,Opel,Crossland X,9.89822372286103,10.147203953192212,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
521,3087881,Renault,Kadjar,9.849559210510572,9.83699258842702,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
14076,3164177,Renault,Captur,9.949893925350283,10.108049397551534,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
1000,3091140,Hyundai,ix35,9.543234787249512,9.374941778788937,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
10505,3156846,Nissan,Micra,9.047233034106032,9.28328765674015,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
12354,3160745,Volkswagen,Polo,9.446676517076376,9.331383706135755,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
15873,3167212,Ford,Focus,9.79784922051313,9.843132430555125,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
9903,3155609,Toyota,Yaris,9.738023112808596,9.83840518851181,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
9664,3155070,Volkswagen,Golf,9.43747594455993,9.549398769455589,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
7522,3150067,Kia,Sportage,9.849559210510572,9.913609722447953,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
6815,3139679,Audi,Q5,11.14836234818249,11.046638855710334,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
17163,3169280,Nissan,Micra,9.581559041355757,9.709383788200302,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
3872,3107827,Suzuki,Swift,9.185022563991893,8.997898110603627,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
13961,3163939,Ford,Focus,9.60911649193355,9.601737559242999,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
7182,3140796,Toyota,C-HR,10.273325483001141,10.312096744568949,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
9317,3154303,Ford,Fiesta,9.464982590349763,9.420122389529553,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
3887,3107867,Nissan,Qashqai,10.237635661893249,10.217747193296322,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
9783,3155343,Toyota,Corolla,10.19802109993701,10.372738052557871,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
8218,3151735,Hyundai,Tucson,10.21993928098399,10.26902060809259,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
8443,3152197,Volkswagen,Passat,9.849559210510572,9.852054982781873,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
6383,3138377,Ford,Mondeo,9.925444719888171,9.784956244463233,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
3884,3107861,Mazda,Mazda6,9.301094735244646,9.538293525489793,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
629,3088495,Skoda,Octavia,10.04107321548869,10.068512279727667,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
73,3084823,Volkswagen,Tiguan,9.991956200523736,10.021743719617914,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
1812,3096563,Bmw,4 Series,9.74090979777877,9.95656823977028,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
848,3090077,Mercedes-benz,CLA Class,10.542706391070517,10.743449759471579,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
2458,3100272,Audi,A4,9.767094927630573,9.363764714663523,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
1601,3095145,Ford,Fiesta,9.388486557359657,9.285954001400468,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
17240,3169400,Kia,Sportage,10.60893378868309,10.55513564157011,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
11578,3159261,Nissan,Serena,9.902987427494446,9.785648235837996,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
6163,3137722,Seat,Ibiza,9.66459564425378,9.576761803098314,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
867,3090365,Hyundai,Kona,10.076474005852402,10.249564428295045,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
15757,3167040,Mercedes-benz,A Class,9.851931065621725,9.865972354013591,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
3025,3103258,Audi,A4,9.491752831414368,9.310098048793742,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
2419,3100122,Kia,Ceed,9.568014816247999,9.685950350524523,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
16677,3168451,Toyota,Yaris,9.38806805975991,9.417319795909023,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
13357,3162708,Hyundai,Tucson,9.838949031398556,9.950689982631705,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
2324,3099685,Toyota,Landcruiser,10.611744995900427,10.373939568514343,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
14305,3164563,Bmw,4 Series,10.402746539930654,10.409320823407302,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
7469,3149903,Nissan,X-Trail,10.46296047312364,10.03888877593892,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
7291,3141113,Nissan,X-Trail,10.34158118013602,10.208764522937829,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
7370,3141377,Bmw,5 Series,10.690807903113322,10.526743778954195,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
2883,3102563,Hyundai,ix35,9.345745008982385,9.355337198004314,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
11736,3159599,Bmw,4 Series,10.184900011974314,10.095359343143773,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
14842,3165448,Mercedes-benz,E Class,10.798554647958657,10.397422111635276,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
14164,3164311,Bmw,5 Series,10.307284603543595,10.420073906134464,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
1,3084414,Mercedes-benz,GLC Class,10.689555697360309,10.779475434662903,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
751,3089358,Land,ROVER Discovery,11.00126616045566,10.611342956585395,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
13957,3163935,Volkswagen,Tiguan,10.73400250738888,10.694810475918453,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
12249,3160543,Bmw,5 Series,10.043032079974024,10.119199138611698,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
8564,3152500,Peugeot,5008,10.505067539570582,10.27888404199772,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
4215,3109726,Kia,Sportage,10.03889218954233,10.143555631714355,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
12115,3160307,Kia,Ceed,9.209840246934501,9.109860395206201,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
8073,3151312,Ford,Focus,9.849559210510572,10.016887714105042,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
5430,3135666,Bmw,3 Series,11.050096039472493,10.991227666701844,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
1023,3091271,Bmw,1 Series,9.578449693540579,9.607532111488508,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
16656,3168419,Toyota,Yaris,8.68270762989381,8.79909825303249,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
12729,3161665,Bmw,1 Series,9.67721410821299,9.766411996207607,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
14464,3164842,Bmw,5 Series,10.570034051298894,10.627469979323713,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
11604,3159324,Nissan,Qashqai,10.2396025825095,10.127800303788943,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
362,3086663,Toyota,Avensis,9.099408811268901,9.202902904982581,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
14409,3164735,Toyota,Aqua,9.47262771040802,9.550286692767783,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
15235,3166141,Ford,Kuga,10.489884363149192,10.462490542689915,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
17345,3169554,Nissan,Juke,9.392578591964389,9.38101136325776,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
2113,3098490,Audi,A3,9.895959286115337,9.818900288542977,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
16827,3168683,Volkswagen,Touran,9.371608519572305,9.304422847297083,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
9780,3155336,Toyota,Corolla,10.203406942652387,10.387883212697737,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
11127,3158148,Toyota,Corolla,8.146129510025405,8.403544723318157,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
9408,3154493,Mercedes-benz,E Class,10.645305842559727,10.52686914057733,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
4670,3133258,Volkswagen,Polo,9.259130536145614,9.301177508030221,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
13176,3162351,Opel,Corsa,9.157993891603974,9.549662794594305,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
4079,3109007,Renault,Captur,10.16199824768763,10.157984071820213,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
12658,3161283,Opel,Astra,9.38429367909962,9.355041018732633,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
21,3084563,Mazda,CX-5,10.124629101179664,10.182908675763963,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
13164,3162329,Volkswagen,Polo,9.67721410821299,9.66511986054207,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
16983,3168934,Ford,Focus,8.517193191416238,8.674346988254928,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
180,3085423,Skoda,Fabia,9.612466578818832,9.741857011717801,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
16852,3168727,Audi,Q3,10.67301690301488,10.743271921088967,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
4550,3132971,Volkswagen,Golf,10.104385494903019,10.058623282780951,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
1861,3096932,Peugeot,5008,10.431170293368542,10.245731076303917,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
14972,3165701,Seat,Ateca,10.356948858912547,10.57127113142109,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
6514,3138740,Peugeot,3008,10.16199824768763,10.23578424688718,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
15465,3166515,Nissan,Micra,9.825255704266555,9.80186742284811,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
1130,3091983,Mercedes-benz,CLA Class,10.404111313817522,10.384774662371795,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
4557,3132980,Nissan,Qashqai,9.996522418503318,9.80660618837647,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
2559,3100796,Toyota,Prius,9.464982590349763,9.665233014462245,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
16950,3168880,Toyota,C-HR,10.083723602839061,10.173545175990911,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
5955,3137247,Kia,Sportage,10.34158118013602,10.207233212028962,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
13543,3163142,Volkswagen,Caddy,9.648595302907339,9.282186255323275,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
13004,3162021,Hyundai,i30,9.254357257392957,9.300851963320182,-0.0275405456625331,6,0.7,12,0,9,6,0,600,58,0.009807559417070625
