,id,make,model,true,predict,score,max_depth,max_leaf_nodes,min_samples_leaf,min_samples_split,n_estimators,alpha_value,trainScore
5033,3134407,Suzuki,Swift,9.79784922051313,9.644499871572169,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
13466,3162970,Bmw,5 Series,10.877103351029552,10.8901655221573,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
5504,3135828,Renault,Clio,9.791997176502765,9.754924995485311,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
3675,3106791,Audi,A4,10.545315122572783,10.531817381796328,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
7389,3141422,Volkswagen,Passat,10.373491181781864,10.26111095930779,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
12028,3160131,Mazda,Mazda3,9.104424146384634,9.311245389857216,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
14249,3164475,Nissan,Qashqai,9.878118461185586,9.7952598781703,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
6348,3138252,Honda,HR-V,10.122221395361638,10.163949530940394,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
12499,3161010,Audi,A4,9.645364282325891,9.753878952358768,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
15033,3165797,Skoda,Karoq,10.273325483001141,10.198406366817181,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
16536,3168259,Nissan,Note,9.099408811268901,9.161859932400285,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
17364,3169581,Mitsubishi,Outlander,9.849559210510572,9.998545322675467,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
11496,3159085,Bmw,X5,10.432644132986843,10.426667188668194,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
653,3088711,Renault,Clio,9.738023112808596,9.646292364896794,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
5273,3135249,Volkswagen,Passat,10.03889218954233,10.005555147841907,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
15728,3166993,Ford,Focus,10.201738576337144,10.085943470131008,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
14252,3164481,Bmw,3 Series,9.38429367909962,9.43835011000511,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
16629,3168385,Ford,Ranger,10.529292284625768,10.894349657821952,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
9449,3154596,Volvo,XC60,10.983596369639677,10.756042025763028,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
12110,3160294,Skoda,Octavia,8.516192691082654,9.183350704158084,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
7201,3140838,Volvo,XC60,10.798554647958657,10.661278519171725,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
11726,3159583,Bmw,X3,10.165813354725493,10.062350190067232,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
5092,3134593,Nissan,Qashqai,10.020158859339821,10.0676038068462,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
15070,3165844,Ford,Transit Connect,9.543234787249512,9.386962506141414,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
233,3085787,Bmw,X1,10.532096211958502,10.391367827090042,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
14379,3164686,Nissan,Qashqai,10.657259354912508,10.450688624265682,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
2169,3098752,Ford,Fiesta,9.680281499268713,9.753593587165268,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
4357,3110675,Bmw,3 Series,9.996522418503318,9.924867967990057,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
5643,3136248,Renault,Clio,9.07680897935166,9.137295019947286,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
11687,3159509,Opel,Corsa,9.820105943597078,9.870562868476496,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
4297,3110051,Toyota,Landcruiser,10.371927459805681,10.127908129442943,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
15099,3165890,Hyundai,ix35,9.680031452383618,9.623214009992186,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
16464,3168143,Volkswagen,Transporter,10.308952660644293,10.33738846240157,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
8505,3152329,Peugeot,2008,9.388486557359657,9.718796437773012,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
12630,3161228,Opel,Mokka,10.509168707314798,10.67131543605646,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
15336,3166296,Peugeot,3008,10.517320926376348,10.45253338735231,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
14205,3164383,Nissan,Juke,10.124629101179664,10.049126274389758,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
14746,3165293,Audi,A3,8.955448122347393,9.01071743668879,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
13623,3163286,Toyota,Yaris,9.464982590349763,9.554667650510691,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
276,3086109,Nissan,Qashqai,9.927936232938437,10.01217461233051,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
7854,3150858,Seat,Arona,9.949893925350283,10.313274342965643,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
7486,3149944,Kia,Sportage,10.778852117797637,10.654266590031037,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
17066,3169123,Mercedes-benz,C Class,10.340128278112742,10.195653492871871,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
13725,3163464,Audi,A4,10.431170293368542,10.391712639003146,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
8359,3152025,Opel,Mokka,9.099408811268901,9.503178314911331,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
907,3090590,Volkswagen,Golf,9.711115659888671,9.632712758825823,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
7955,3151086,Volkswagen,Golf,9.301094735244646,9.374765820181556,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
6601,3138981,Renault,Kadjar,9.792555991828847,9.846188937772727,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
8439,3152189,Hyundai,i20,9.738023112808596,9.813589570858285,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
3737,3107185,Bmw,2 Series,10.083723602839061,9.964509721275125,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
10234,3156265,Peugeot,3008,10.517320926376348,10.41156121917651,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
16310,3167908,Citroen,Grand C4 Picasso,10.238172478583245,10.06688135483178,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
8848,3153157,Kia,Sportage,10.736287973911258,10.686180161900841,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
231,3085784,Ford,Fiesta,9.949893925350283,9.899052034194497,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
8419,3152153,Volkswagen,Tiguan,10.984444905965518,10.970729501833707,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
6331,3138194,Ford,Focus,9.137769679141348,9.506504448458436,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
16228,3167782,Mercedes-benz,E Class,10.797532675462964,10.734928565853028,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
13557,3163164,Toyota,C-HR,10.220121446937677,10.40579325148325,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
16398,3168032,Volkswagen,Golf,9.996522418503318,9.81455962926167,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
6110,3137567,Hyundai,Tucson,10.402746539930654,10.261679364670217,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
2849,3102406,Land,ROVER Discovery,10.431170293368542,10.226219563696283,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
2980,3103051,Nissan,Serena,9.612466578818832,9.597866962230889,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
10548,3156919,Nissan,Qashqai,10.239781201782993,10.137359450947786,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
6641,3139078,Ford,Transit,10.163926888594034,10.310957324145274,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
8300,3151888,Toyota,Yaris,9.738023112808596,9.76560287969591,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
1524,3094685,Bmw,3 Series,10.667791927412402,10.466820042980064,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
507,3087687,Kia,Sportage,9.996522418503318,10.011954827592273,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
2443,3100222,Mini,Hatch,9.392578591964389,9.298845214044569,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
11418,3158919,Volvo,XC90,11.289719411702812,11.113047586955435,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
7368,3141335,Volkswagen,Golf,10.369985042452576,10.343395987632643,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
11833,3159764,Mercedes-benz,E Class,10.858036996527373,10.73577225836764,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
17478,3169755,Opel,Astra,10.1226230824528,10.016006665769288,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
13051,3162102,Dacia,Duster,9.371608519572305,9.65027953461445,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
5407,3135622,Bmw,2 Series,10.307284603543595,10.200311918622106,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
16203,3167747,Ford,Fiesta,9.104424146384634,9.255280866952196,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
11044,3157967,Renault,Captur,9.897972371848018,9.989339018788685,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
16665,3168436,Toyota,Vitz,8.507142855562735,8.500648468270047,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
2691,3101555,Renault,Megane,9.585346272599638,9.704294987224673,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
297,3086223,Bmw,3 Series,8.465899897028686,8.597620094598366,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
11174,3158231,Hyundai,Tucson,9.851931065621725,9.828886067435619,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
2983,3103058,Nissan,Serena,9.612466578818832,9.607213110431273,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
16653,3168416,Volkswagen,Golf,9.093806555720231,9.331154894262662,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
7896,3150967,Toyota,Rav4,10.083723602839061,10.064941279360246,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
10206,3156205,Volkswagen,Passat,10.370361288772935,10.312352343178638,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
10965,3157813,Ford,Kuga,9.789478635924262,9.854892952504319,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
8808,3153083,Ford,Focus,10.083723602839061,9.992572225107432,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
6168,3137730,Renault,Clio,9.615138591096644,9.704101670202284,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
10155,3156109,Volkswagen,Polo,9.67721410821299,9.695228984360982,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
1984,3097709,Ford,Mondeo,7.4377951216719325,7.981259591285442,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
10103,3155999,Fiat,500,9.468464892185638,9.569830517357277,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
5575,3136023,Seat,Ateca,10.085600754292345,10.042408292403591,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
9370,3154402,Opel,Grandland X,10.1226230824528,10.066229480742992,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
1481,3094312,Dacia,Duster,9.38429367909962,9.41612410775756,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
11987,3160063,Toyota,Avensis,9.598998361767967,9.585755975628103,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
10048,3155869,Kia,Sportage,9.674074388208323,9.870573398036251,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
5799,3136695,Mercedes-benz,A Class,10.183011437286446,10.184888649366348,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
15661,3166886,Hyundai,i30,8.656781205623291,8.847868014555942,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
7141,3140678,Ford,Fiesta,9.60911649193355,9.64750283313046,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
12540,3161085,Hyundai,i20,9.429475901892854,9.47355979204315,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
6030,3137426,Hyundai,i30,9.612466578818832,9.526506429316157,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
5649,3136258,Kia,Sportage,10.774780918479548,10.82685801784695,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
2244,3099202,Opel,Insignia,10.12643108384767,10.031464961679145,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
14562,3165004,Audi,A3,9.60911649193355,9.570966736094082,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
13858,3163691,Volkswagen,Golf,10.125630603516754,10.05375855584633,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
16886,3168778,Volkswagen,Golf,10.42088155718015,10.375038225217539,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
2346,3099752,Hyundai,Kona,10.431022789865066,10.671326882479551,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
6114,3137580,Toyota,Rav4,9.898475010712584,9.771719042833828,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
3319,3104697,Volkswagen,Transporter,10.043032079974024,10.109118661823274,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
2450,3100247,Ford,Focus,9.388486557359657,9.443409220889324,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
9318,3154305,Mercedes-benz,E Class,10.373459931293572,10.177331663876291,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
16331,3167935,Ford,Mondeo,9.726153537253213,9.717066025211903,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
16712,3168501,Kia,Ceed,9.38429367909962,9.112200779881789,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
4356,3110674,Opel,Grandland X,10.544024782823776,10.35537701830207,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
11083,3158047,Toyota,Yaris,10.0190458931704,10.053166420287809,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
14474,3164858,Bmw,5 Series,10.34158118013602,10.243223081512987,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
10475,3156790,Bmw,3 Series,9.612466578818832,9.594873109355062,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
7086,3140507,Volkswagen,Golf,9.849559210510572,9.747247261206772,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
15820,3167142,Skoda,Octavia,8.51699317141357,8.950081436699266,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
15076,3165854,Bmw,5 Series,9.738023112808596,9.694776697281252,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
6437,3138549,Ford,Kuga,9.28266103355581,9.407503446406306,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
15005,3165754,Opel,Mokka,9.73477299914839,9.807484405236245,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
12577,3161144,Mercedes-benz,C Class,9.838949031398556,9.202677985380834,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
14049,3164131,Citroen,Berlingo,9.795345393916424,9.885857032239821,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
8055,3151281,Opel,Mokka,9.738023112808596,9.734372080166885,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
12776,3161571,Land,ROVER Discovery Sport,10.463074768634808,10.382060778765736,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
10452,3156753,Land,ROVER Range Rover Evoque,9.825526011066415,9.79495280041347,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
9596,3154919,Volkswagen,Passat,10.081633737919603,9.859738141770032,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
4884,3133886,Volkswagen,Polo,9.543234787249512,9.519498844318175,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
8945,3153389,Bmw,5 Series,9.099408811268901,8.937263097101013,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
7088,3140518,Skoda,Octavia,9.615805480084347,9.49088797409104,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
5767,3136581,Kia,Sportage,9.695848187757884,9.814733325051284,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
7506,3150023,Audi,A4,9.996522418503318,9.961989601742237,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
12818,3161655,Peugeot,3008,10.266393046225497,10.248337887627404,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
9643,3155017,Bmw,X1,9.674074388208323,9.714909353072377,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
11295,3158663,Hyundai,Tucson,10.402746539930654,10.481397171327176,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
10738,3157350,Peugeot,308,9.388486557359657,9.319638709241644,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
3835,3107688,Hyundai,i10,9.388486557359657,9.547167600231482,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
9977,3155737,Ford,Kuga,9.738023112808596,9.655335221638445,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
10671,3157188,Volkswagen,Polo,9.539644119118783,9.405466341754122,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
2314,3099589,Toyota,Landcruiser,10.798554647958657,11.10639446911436,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
17491,3169774,Bmw,3 Series,9.947504437952903,9.951293940327881,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
13691,3163404,Mazda,Mazda6,9.388486557359657,9.438406332843098,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
4701,3133355,Mercedes-benz,GLE Class,10.620107089281216,10.709575776936786,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
9613,3154950,Audi,Q5,10.75577295443437,10.754441836494856,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
14258,3164492,Ford,Kuga,10.291976036437175,10.220625619243217,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
6657,3139119,Hyundai,i20,10.075337809462788,10.071667817722151,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
9859,3155522,Mini,Hatch,10.461673747661957,10.562952489252472,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
8752,3152959,Hyundai,Tucson,10.032320424379096,10.028125990790247,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
5002,3134282,Mazda,CX-5,10.144471021978669,10.168223606858604,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
7346,3141281,Hyundai,Tucson,9.998343083548807,10.010373560112066,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
9533,3154789,Peugeot,5008,10.45880841618867,10.316366398696205,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
16175,3167692,Bmw,7 Series,9.38429367909962,9.197393848108476,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
4859,3133824,Skoda,Kodiaq,10.402746539930654,10.66884987373663,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
12757,3161524,Mercedes-benz,C Class,10.542574456246129,10.441792703492458,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
3587,3106182,Nissan,Qashqai,10.221759448941915,10.158356009747111,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
6945,3140093,Mazda,Mazda6,10.643041105910228,10.535402689327569,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
13647,3163327,Renault,Captur,9.661097469276054,9.645745032563267,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
254,3085966,Mercedes-benz,C Class,9.61573881119536,9.853383902412657,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
10555,3156931,Audi,Q3,10.124629101179664,10.210408423537256,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
15268,3166196,Volkswagen,Golf,9.47231994707559,9.3751446929718,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
14593,3165057,Renault,Clio,10.148196881764898,10.009497086976415,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
17031,3169073,Nissan,X-Trail,10.518538047359652,10.33757233066513,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
15173,3166020,Hyundai,Santa Fe,10.778852117797637,10.652892152460199,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
5290,3135303,Toyota,Corolla,10.271596874100524,10.28102147570104,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
12988,3161997,Renault,Clio,9.543234787249512,9.341787795393122,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
15019,3165772,Hyundai,Santa Fe,9.66459564425378,9.709891402879038,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
16341,3167950,Mercedes-benz,GLE Class,11.759394841587936,11.493936002257495,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
2012,3097894,Volkswagen,Golf,10.402746539930654,10.362559242817044,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
9486,3154679,Land,ROVER Discovery,10.949928968875328,10.716490880726598,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
10331,3156512,Skoda,Octavia,9.996522418503318,9.959873520709088,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
16465,3168147,Nissan,Juke,9.543234787249512,9.516541751206487,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
14013,3164047,Hyundai,Tucson,9.849559210510572,9.912381841897904,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
16108,3167590,Bmw,X1,10.338187785912627,10.334002365839192,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
1542,3094773,Bmw,5 Series,10.16199824768763,10.216464085612222,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
10913,3157732,Bmw,5 Series,10.713306039899766,10.67303075946097,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
2008,3097854,Peugeot,2008,9.185022563991893,9.66593972363377,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
17218,3169367,Nissan,Qashqai,8.229511118964457,8.469152091052223,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
3645,3106564,Bmw,2 Series,9.755567422459507,9.839330949975064,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
1734,3096044,Honda,Fit,9.259130536145614,9.330338055905782,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
5847,3136848,Land,ROVER Discovery Sport,10.571188711764599,10.579025755007825,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
14335,3164609,Toyota,Prius,10.184522582266116,10.240279280815642,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
4420,3110953,Land,ROVER Range Rover Evoque,10.083723602839061,10.198519415686414,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
15944,3167316,Kia,Sportage,10.12643108384767,10.053358216585869,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
5269,3135237,Volkswagen,Golf,10.201738576337144,10.154786896228545,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
5927,3137141,Volkswagen,Golf,10.203406942652387,10.048157860672212,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
11246,3158367,Seat,Leon,9.433083843269053,9.501799676694198,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
3984,3108460,Bmw,3 Series,10.273152756513104,10.12530216429603,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
2077,3098282,Toyota,C-HR,10.201738576337144,10.360430042023967,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
6893,3139928,Audi,Q5,9.851931065621725,9.866232062667446,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
16075,3167517,Nissan,Qashqai,9.851931065621725,9.869455138445195,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
9830,3155473,Skoda,Kodiaq,10.307284603543595,10.212303969410147,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
8076,3151319,Volkswagen,up!,8.980927207648378,9.120626492284035,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
11096,3158075,Opel,Corsa,9.468851067127684,9.644948735274829,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
11517,3159129,Skoda,Superb,9.708080756193517,9.791480028782148,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
10446,3156741,Volkswagen,Passat,8.987071812848821,9.099036753476774,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
11637,3159370,Toyota,Avensis,9.90098442231801,9.745999073500336,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
8369,3152045,Ford,Kuga,10.203406942652387,10.17608082079583,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
5172,3134874,Nissan,Micra,9.674074388208323,9.616158499505223,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
2391,3099984,Bmw,5 Series,11.016988453697989,11.067014343386395,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
3774,3107360,Volkswagen,Polo,9.047703788498627,9.13149479944538,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
2457,3100270,Opel,Astra,8.787220328629298,8.876418448902157,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
15400,3166389,Renault,Captur,9.388486557359657,9.499507790766758,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
292,3086206,Peugeot,308,8.612503371220562,8.21906509572845,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
11998,3160082,Bmw,5 Series,10.877103351029552,10.891388894966115,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
13662,3163358,Toyota,Yaris,9.735009727562824,9.792248273276805,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
2238,3099091,Bmw,5 Series,10.873319051338314,10.800194725363282,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
16816,3168670,Volkswagen,Touareg,11.002099841204238,11.192583511664894,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
8376,3152070,Peugeot,208,9.838949031398556,9.969773007785424,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
5662,3136300,Volkswagen,Golf,9.39182824802156,9.438118325104249,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
937,3090744,Toyota,Avensis,9.849559210510572,9.839954844320886,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
7592,3150229,Honda,Fit,9.612466578818832,9.56218147085002,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
1129,3091979,Bmw,5 Series,10.371927459805681,10.401225990858432,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
5975,3137292,Peugeot,5008,10.596509725282923,10.455724939418811,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
8252,3151791,Honda,Jazz,9.349667437197281,9.460498859521806,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
15793,3167096,Audi,A6,9.996522418503318,10.041360639079622,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
12704,3161367,Volkswagen,Tiguan,10.4341158035983,10.406210508344433,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
11142,3158171,Toyota,Vitz,9.47231994707559,9.423561454358051,-0.027911699577382112,6,12,9,6,600,58,0.009463979315576682
