,id,make,model,true,predict,score,max_depth,max_leaf_nodes,min_impurity_decrease,min_samples_leaf,min_samples_split,n_estimators,alpha_value,trainScore
15510,3166642,Bmw,7 Series,11.2891567182621,11.393426420065047,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
3296,3104569,Mitsubishi,Outlander,9.975808214115753,10.03781546227415,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
11103,3158088,Opel,Astra,9.041921720351219,9.093017212779248,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
8064,3151296,Volkswagen,Tiguan,10.271596874100524,10.400736734623973,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
15857,3167189,Volkswagen,up!,8.980927207648378,8.98709462199939,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
15901,3167250,Mercedes-benz,A Class,10.784751962486604,10.69516971376695,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
9894,3155595,Toyota,Yaris,9.825526011066415,9.850911501486836,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
11410,3158905,Land,ROVER Range Rover Evoque,10.238172478583245,10.008246940506702,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
88,3084929,Hyundai,i30,10.043032079974024,9.87219552398418,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
3399,3105112,Volkswagen,Golf,9.468851067127684,9.47210899780576,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
9112,3153804,Skoda,Octavia,10.2574839122691,10.47726725709583,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
11486,3159068,Volkswagen,Golf,9.740674462130217,9.591543644272466,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
12171,3160420,Volkswagen,Tiguan,10.858036996527373,10.716719682002102,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
13854,3163685,Ford,Fiesta,9.495519314209846,9.510365671892192,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
3037,3103306,Skoda,Superb,10.075337809462788,9.9503048215278,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
16484,3168168,Opel,Corsa,10.021270588192511,10.105589184671649,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
5796,3136671,Ford,Transit Custom,10.291976036437175,10.447518829526087,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
1457,3094196,Hyundai,Kona,9.903437551286085,10.089608478519956,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
9503,3154738,Citroen,Grand C4 Picasso,10.177134086023445,9.81056192567878,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
7655,3150358,Dacia,Sandero,9.728538750071586,9.890438877940591,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
7321,3141206,Volkswagen,Golf,10.165851817003619,9.946396526096905,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
12533,3161075,Volkswagen,Golf,9.487896348128954,9.51404304733092,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
4126,3109193,Toyota,Aqua,9.464982590349763,9.490804126068547,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
7418,3149752,Nissan,Micra,8.980927207648378,9.08575083375711,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
17255,3169421,Mercedes-benz,E Class,10.307284603543595,10.24924807376839,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
16596,3168342,Seat,Ibiza,9.099408811268901,9.101111444775583,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
16523,3168235,Volkswagen,T-Roc,10.505067539570582,10.38619049961095,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
16721,3168517,Ford,Focus,9.674074388208323,9.835168740023688,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
967,3090935,Ford,Focus,9.61547209118311,9.640049894700049,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
12610,3161194,Volkswagen,Transporter,10.163926888594034,10.28794128381365,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
12603,3161181,Volkswagen,Tiguan,10.777914080311584,10.724300762226894,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
2516,3100551,Volkswagen,Passat,10.021270588192511,9.84977663405712,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
17437,3169696,Seat,Ateca,10.491135318903403,10.373282035118146,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
3658,3106694,Opel,Crossland X,10.239781201782993,10.468306912563621,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
16736,3168539,Toyota,Prius,10.083723602839061,9.832114380378703,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
14669,3165166,Audi,A3,9.767094927630573,9.677692448474986,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
10778,3157428,Mercedes-benz,CLA Class,9.88837391472608,9.830278484296318,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
898,3090520,Hyundai,i20,9.429395577381786,9.418221072566835,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
6294,3138108,Nissan,Qashqai,10.203406942652387,10.031983994634672,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
15195,3166052,Opel,Astra,9.673445259530762,9.623240511279077,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
14663,3165159,Land,ROVER Discovery,10.085809109330082,10.147542871714522,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
14058,3164148,Renault,Captur,9.61547209118311,9.724566230751961,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
4749,3133499,Hyundai,ix35,9.612466578818832,9.560811988914695,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
4771,3133570,Kia,Stonic,9.822819649468673,10.129858962702539,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
2824,3102310,Nissan,Qashqai,10.238172478583245,10.06120887158336,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
4759,3133540,Nissan,Qashqai,10.274878680310541,10.241720387872142,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
16797,3168638,Toyota,Yaris,10.17979265196457,10.120245220290826,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
16352,3167971,Audi,A3,10.084766899751639,10.025436095648065,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
673,3088794,Toyota,Yaris,9.711115659888671,9.791246794950254,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
16069,3167507,Land,ROVER Discovery,10.357742824813725,10.56390348061372,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
14823,3165420,Nissan,Juke,9.205327830152639,9.064804996913548,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
16477,3168160,Opel,Corsa,9.195226734166134,9.421925121990173,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
4573,3133002,Skoda,Karoq,10.402746539930654,10.443983063142989,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
5791,3136656,Nissan,Qashqai,10.184711314926863,10.223477142519744,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
15426,3166449,Volvo,XC60,10.757796492054402,10.659830453739245,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
393,3086834,Hyundai,i30,10.221759448941915,10.225153895759318,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
12977,3161983,Toyota,Corolla,9.612466578818832,9.861563883687838,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
9557,3154834,Audi,A4,10.273325483001141,10.119935657543763,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
10130,3156070,Nissan,Qashqai,9.767094927630573,9.819373296740503,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
1170,3092260,Ford,Transit Custom,10.025660936493804,9.947422762313332,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
9465,3154637,Toyota,Auris,9.546455401949554,9.293256933479206,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
17424,3169671,Bmw,5 Series,10.401227936753463,10.32040741122275,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
9103,3153709,Mercedes-benz,GLC Class,10.517320926376348,10.639028723110696,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
9681,3155122,Nissan,Micra,8.88875674784872,9.121872874336157,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
10297,3156453,Mercedes-benz,A Class,9.952039593118293,9.90133624065177,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
5101,3134613,Kia,Ceed,10.1226230824528,10.018980476654296,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
2265,3099334,Volkswagen,Golf,9.769956159911606,9.713678607843592,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
16366,3167987,Volkswagen,Golf,10.043032079974024,9.729211640711362,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
16864,3168742,Seat,Ateca,10.308785980087194,10.238404190671414,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
10721,3157324,Ford,S-Max,9.047821442478408,8.984550962375076,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
12754,3161518,Volkswagen,Tiguan,10.419151452942367,10.344802208672558,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
7981,3151131,Dacia,Duster,9.994241915804592,9.914025750595966,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
14230,3164446,Ford,Focus,9.350015354048665,9.668267917612031,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
3346,3104822,Bmw,5 Series,10.163888352206046,10.238017908953726,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
7726,3150522,Hyundai,i30,9.90098442231801,9.876726377068703,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
4764,3133548,Nissan,Qashqai,10.184711314926863,10.227763706210183,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
8323,3151937,Ford,Mondeo,9.795345393916424,9.737879610281798,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
13365,3162732,Seat,Ibiza,9.952230096524119,9.776411227533181,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
12580,3161149,Mercedes-benz,C Class,10.595383951194421,10.64801914136692,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
8535,3152435,Volkswagen,Tiguan,10.621205387030278,10.621483948762428,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
1649,3095451,Nissan,Qashqai,9.822819649468673,9.720883890523378,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
9734,3155248,Volkswagen,Tiguan,9.90098442231801,10.064396309207915,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
6145,3137669,Toyota,Auris,9.67721410821299,9.43080220787558,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
7257,3141019,Dacia,Duster,9.898475010712584,9.944411826494592,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
17414,3169656,Volkswagen,Caddy,9.67721410821299,9.693402737624313,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
7283,3141091,Audi,A4,9.849559210510572,9.767589001349732,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
2607,3101044,Volkswagen,Golf,9.53365499705667,9.672453425027308,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
10080,3155952,Audi,A3,9.205327830152639,9.159882325469425,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
962,3090886,Hyundai,Tucson,9.795345393916424,9.849662741340884,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
6662,3139131,Volkswagen,Touran,9.674074388208323,9.495848487755541,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
2561,3100809,Volkswagen,Golf,9.464594918315445,9.541150484898607,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
13857,3163690,Volkswagen,Polo,9.951086531335408,9.971743984314516,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
899,3090521,Dacia,Duster,9.153664194782626,9.43494575828458,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
10710,3157308,Volkswagen,T-Roc,10.518538047359652,10.474937116584288,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
8162,3151602,Land,ROVER Discovery Sport,10.708846723703001,10.689905465474187,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
16022,3167436,Honda,Fit,9.612466578818832,9.488167154143019,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
2573,3100882,Kia,Ceed,9.90323752128092,9.827261246214091,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
1863,3096945,Opel,Mokka,9.792555991828847,9.774432427991938,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
11472,3159041,Ford,Kuga,9.730383384791782,9.951404396625422,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
3156,3103996,Opel,Corsa,10.286877452992435,10.071696942209801,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
12954,3161950,Bmw,3 Series,9.90098442231801,9.864250225740513,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
11654,3159402,Bmw,3 Series,10.163926888594034,9.988181500767288,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
5841,3136829,Toyota,Rav4,10.239781201782993,10.440306227180761,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
10726,3157331,Hyundai,i20,9.20522732258936,9.232697015960973,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
6497,3138698,Renault,Clio,9.099408811268901,9.275085890515744,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
12522,3161052,Volkswagen,Polo,9.099408811268901,9.107740156310541,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
10470,3156783,Mazda,CX-5,10.518538047359652,10.743982376434866,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
8338,3151982,Skoda,Octavia,9.952039593118293,10.055958213822795,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
2805,3102205,Volkswagen,Golf,9.543234787249512,9.444566192236111,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
12824,3161898,Peugeot,2008,10.464102840804633,10.258634552247285,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
789,3089625,Volkswagen,Polo,9.341368634382587,9.376504879660233,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
4058,3108920,Suzuki,Vitara,9.66459564425378,9.665873226715153,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
14545,3164979,Kia,Sportage,9.380083146563278,9.728851734279331,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
13622,3163283,Seat,Leon,10.273325483001141,10.177526389227937,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
3383,3105048,Mercedes-benz,E Class,8.973984926689743,9.072577239400454,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
3444,3105373,Volkswagen,Polo,9.506734385029985,9.498260860101698,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
948,3090817,Volkswagen,Transporter,10.518538047359652,10.466919402250348,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
11372,3158837,Volkswagen,up!,8.980927207648378,8.999163979466854,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
7549,3150130,Ford,Focus,9.767094927630573,9.862807412997519,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
12375,3160779,Kia,Sportage,9.99857043378282,10.055655737213131,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
5913,3137104,Peugeot,2008,9.711055051991444,9.80176161862348,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
7598,3150247,Mazda,Mazda2,9.975575628930383,10.113741798916728,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
1333,3093328,Kia,Sportage,9.740968623038354,9.775659578436217,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
17260,3169427,Nissan,Micra,9.158520623246385,9.43022491512626,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
7776,3150688,Hyundai,Santa Fe,10.714306651468048,10.469465098675768,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
17498,3169784,Ford,Focus,8.507142855562735,8.805922941148498,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
11671,3159481,Bmw,3 Series,10.798554647958657,10.601493775144991,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
6830,3139739,Audi,A3,9.708080756193517,9.49101989359701,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
12534,3161076,Audi,A4,10.043032079974024,9.963363573485083,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
7553,3150135,Volkswagen,Caddy,9.468851067127684,9.17092372819667,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
9472,3154649,Dacia,Duster,9.90323752128092,9.96223936317766,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
6963,3140149,Volkswagen,Golf,10.307284603543595,10.217806091489981,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
3656,3106686,Audi,Q3,10.571188711764599,10.710834653338067,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
3960,3108247,Skoda,Octavia,9.852194258148577,9.779556993286345,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
16224,3167776,Skoda,Kodiaq,10.433380239019344,10.595549695864822,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
9227,3154088,Bmw,5 Series,11.001182754141754,10.81088501977899,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
12121,3160334,Ford,Fiesta,9.578449693540579,9.574178275327785,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
15507,3166635,Fiat,500,9.468851067127684,9.494057365438243,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
3771,3107344,Volkswagen,Golf,9.388486557359657,9.442387239634233,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
11200,3158284,Opel,Corsa,9.846917201047734,9.917651991803753,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
17362,3169578,Mitsubishi,Outlander,9.849559210510572,10.059109303840366,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
8942,3153385,Toyota,Auris,9.528794103094718,9.418308360389402,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
12902,3161832,Audi,A3,10.126631103850338,9.996167372287642,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
11395,3158881,Nissan,Qashqai,9.740380214665977,9.571092925348914,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
16131,3167615,Toyota,Yaris,10.081424511012258,10.112607456780086,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
8172,3151624,Ford,Focus,9.769956159911606,9.701289746859949,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
2800,3102182,Honda,Fit,9.345745008982385,9.186823153951456,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
2026,3098003,Mercedes-benz,A Class,9.949893925350283,10.096895200922116,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
5646,3136251,Bmw,5 Series,10.596609732783568,10.480728484401643,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
6949,3140114,Dacia,Duster,10.126030923778305,10.203158345722795,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
9453,3154604,Skoda,Fabia,9.648272670221848,9.86554561169075,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
1786,3096379,Mercedes-benz,A Class,10.667791927412402,10.770699547543455,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
8175,3151627,Volkswagen,Transporter,10.239959789157341,10.076744908989529,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
12068,3160195,Volkswagen,Polo,9.468851067127684,9.63695436590857,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
14309,3164572,Kia,Ceed,9.769670404801788,9.752134119851963,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
12731,3161421,Bmw,7 Series,11.289719411702812,11.068909436502024,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
852,3090132,Audi,A4,9.041921720351219,8.873109803275586,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
2829,3102330,Hyundai,Kona,9.902236770634476,9.967546854509125,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
10696,3157263,Bmw,5 Series,10.236381967809457,10.178868705504733,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
2863,3102494,Hyundai,i40,9.528794103094718,9.459816655060438,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
9954,3155705,Opel,Corsa,9.581903928408666,9.690472349471953,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
5501,3135818,Volkswagen,Golf,10.562302054015568,10.410019196205102,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
1940,3097424,Nissan,Juke,9.532351404751555,9.725424998967718,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
16754,3168576,Volkswagen,Passat,9.849559210510572,9.903222094313337,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
6046,3137450,Renault,Megane,9.388486557359657,9.401266717225013,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
534,3087974,Volkswagen,up!,8.955448122347393,8.958171176263667,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
12101,3160262,Toyota,C-HR,10.184711314926863,10.22194207669491,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
16657,3168420,Audi,A1,9.612466578818832,9.362686368144638,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
13930,3163813,Nissan,Qashqai,10.179223553969509,10.105222554800187,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
17325,3169523,Bmw,5 Series,9.820105943597078,9.940098332713982,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
492,3087530,Seat,Ateca,10.19988156558993,10.143297526689375,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
1225,3092610,Kia,Sportage,10.104385494903019,10.14093715508469,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
103,3085066,Seat,Arona,9.949893925350283,9.94294063643515,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
8141,3151558,Nissan,Micra,9.612466578818832,9.728921698588529,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
8363,3152033,Audi,A4,9.998797732340453,9.762854647565534,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
10306,3156469,Volkswagen,Polo,10.043032079974024,10.29282243701448,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
6551,3138836,Bmw,3 Series,10.083723602839061,10.079134191340385,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
9135,3153864,Volvo,XC60,10.644233711895351,10.611558327561266,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
5727,3136476,Bmw,1 Series,9.67721410821299,9.544059925661502,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
4158,3109393,Hyundai,Santa Fe,8.987071812848821,9.17224917100915,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
3604,3109672,Nissan,Micra,9.898475010712584,9.900367364238667,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
1993,3097755,Volkswagen,Polo,9.634954298923107,9.671312268813004,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
13403,3162845,Hyundai,i30,10.340128278112742,10.377839767890396,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
16217,3167767,Kia,Sorento,10.489884363149192,10.526589302234095,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
11874,3159843,Hyundai,Santa Fe,9.996522418503318,9.939383606817117,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
6037,3137435,Kia,Ceed,9.259130536145614,9.317510556540608,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
14135,3164267,Mercedes-benz,C Class,10.983596369639677,10.756093958007078,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
15497,3166619,Audi,A4,10.340128278112742,10.362312802729072,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
4574,3133007,Ford,Kuga,10.239781201782993,10.272176345993918,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
3841,3107707,Bmw,3 Series,10.203406942652387,10.188053966436545,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
13216,3162407,Hyundai,Kona,9.849559210510572,10.053126284868952,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
3424,3105247,Nissan,Qashqai,10.419300717813158,10.291910302523663,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
445,3087207,Hyundai,i30,10.122502593266558,10.080823597115844,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
15882,3167221,Nissan,Juke,9.90323752128092,9.838247769400782,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
10177,3156154,Renault,Clio,10.013507197574677,10.026127411741912,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
11697,3159523,Volkswagen,Golf,10.221759448941915,10.230230201627364,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
1703,3095852,Ford,Transit,9.667765219015058,9.621237254416611,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
12227,3160516,Kia,Ceed,10.180929877257716,10.107383562197212,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
14642,3165122,Skoda,Octavia,9.90323752128092,9.91642624531751,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
7878,3150922,Renault,Megane,9.464982590349763,9.577980804788012,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
16655,3168418,Hyundai,i30,9.90098442231801,10.049627824142625,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
3,3084423,Ford,Kuga,10.021048341275273,9.926771064746056,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
164,3085343,Audi,Q5,10.75683848463641,10.729635871754537,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
7377,3141392,Ford,Focus,10.352969546061066,10.290613748432925,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
2072,3098261,Volkswagen,Polo,10.305613759378778,10.244166689867182,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
10025,3155826,Mazda,CX-5,10.305446521315005,10.27315839249552,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
7518,3150061,Volvo,XC60,10.411810046084,10.55927810878809,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
3150,3103978,Mercedes-benz,C Class,10.432644132986843,10.614370609169354,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
10884,3157627,Bmw,X3,10.747100058912297,10.782270988332062,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
17004,3169026,Toyota,Rav4,10.477147120473486,10.20990851643463,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
9466,3154638,Bmw,5 Series,11.034082887057288,11.07444562823679,-0.027834476246699172,6,12,0,9,6,600,58,0.009506297103255493
