,id,make,model,true,predict,score,max_depth,min_samples_leaf,min_samples_split,n_estimators,alpha_value,trainScore
16916,3168820,Ford,Kuga,10.46296047312364,10.345043566829242,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
16306,3167900,Seat,Arona,9.795345393916424,9.778384211287356,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
13550,3163154,Ford,Mondeo,10.19988156558993,10.253821974672327,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
2593,3100968,Audi,A4,10.201738576337144,10.218412407866325,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
4897,3133917,Peugeot,3008,10.417807065556374,10.21905739179789,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
10091,3155972,Hyundai,i10,9.388486557359657,9.586187045002003,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
12800,3161615,Ford,Focus,8.824677891164198,9.127052458671391,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
17148,3169247,Audi,A4,9.468851067127684,9.548756708337974,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
8758,3152973,Dacia,Sandero,9.159047077588632,9.49586367674419,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
6393,3138400,Dacia,Sandero,9.645364282325891,9.967615273730305,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
8955,3153408,Land,ROVER Discovery,10.858036996527373,10.8542515315889,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
9049,3153592,Skoda,Octavia,8.85352256068954,8.985720676462085,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
285,3086156,Volkswagen,Polo,9.846917201047734,9.712313754528457,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
9421,3154523,Hyundai,i40,9.350102314351341,9.207460228415318,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
2156,3098700,Bmw,5 Series,10.46296047312364,10.380532833778059,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
2250,3099268,Volkswagen,Touareg,9.996522418503318,10.062398378261758,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
821,3089872,Toyota,Rav4,9.769670404801788,9.783092005591076,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
7612,3150281,Opel,Grandland X,10.34158118013602,10.480933182994788,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
2097,3098407,Skoda,Kodiaq,10.799575577092764,10.917188910841444,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
1753,3096170,Nissan,Qashqai,9.615538777855802,9.420273964863249,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
5979,3137300,Hyundai,Tucson,10.461673747661957,10.302537312772982,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
2530,3100650,Nissan,Qashqai,10.11029844922944,9.937101584711602,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
3487,3105554,Skoda,Superb,10.308785980087194,10.148170300600766,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
17429,3169682,Opel,Astra,9.543234787249512,9.483591219577375,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
714,3089061,Peugeot,5008,10.491135318903403,10.171857841511503,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
14007,3164022,Toyota,Corolla,8.922658299524402,8.933755525300919,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
15946,3167323,Seat,Arona,9.927936232938437,10.229961150605597,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
13285,3162533,Opel,Astra,9.099408811268901,9.341401021601257,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
10350,3156552,Mercedes-benz,E Class,10.271596874100524,10.278518286681578,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
12648,3161267,Volkswagen,Passat,10.12643108384767,10.12987028743986,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
4546,3132959,Audi,A6,8.698681067461614,8.537633348186636,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
15860,3167193,Mercedes-benz,C Class,10.220121446937677,10.475902727604169,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
8850,3153159,Skoda,Karoq,10.518538047359652,10.60521349140075,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
13796,3163584,Land,ROVER Discovery,11.2891567182621,10.867008210677461,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
10894,3157690,Bmw,3 Series,9.798071479779479,10.247150950105834,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
5559,3135963,Toyota,Rav4,10.63224316056344,10.619245209166323,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
12991,3162000,Skoda,Octavia,8.699514748210191,8.87840634686226,-0.047936646106517905,8,1,2,100,1,0.03150688372484743
